Id,Time[ns],Parallel: Items
1022,2128419450.00,10000032
1023,2128421050.00,00000000
1024,2128422500.00,10000033
1025,2128424100.00,00000000
1026,2128425600.00,10000034
1027,2128427200.00,00000000
1028,2128428700.00,10000035
1029,2128430300.00,00000000
1030,2128431800.00,10000036
1031,2128433250.00,00000000
1032,2128434750.00,10000037
1033,2128436350.00,00000000
1034,2128437850.00,10000038
1035,2128439450.00,00000000
1036,2128440950.00,10000039
1037,2128442550.00,00000000
1038,2128444050.00,1000003A
1039,2128445650.00,00000000
1040,2128447150.00,1000003B
1041,2128448750.00,00000000
1042,2128450250.00,1000003C
1043,2128451850.00,00000000
1044,2128453350.00,1000003D
1045,2128454950.00,00000000
1046,2128456350.00,1000003E
1047,2128457950.00,00000000
1048,2128459450.00,1000003F
1049,2128461050.00,00000000
1050,2128462550.00,10000000
1051,2128464150.00,00000000
1052,2128465650.00,10000001
1053,2128467000.00,00000000
1054,2128468500.00,10000002
1055,2128470100.00,00000000
1056,2128471600.00,10000003
1057,2128473200.00,00000000
1058,2128474700.00,10000004
1059,2128476300.00,00000000
1060,2128477800.00,10000005
1061,2128479300.00,00000000
1062,2128480800.00,10000006
1063,2128482400.00,00000000
1064,2128483900.00,10000007
1065,2128485500.00,00000000
1066,2128487000.00,10000008
1067,2128488600.00,00000000
1068,2128490000.00,10000009
1069,2128491600.00,00000000
1070,2128493100.00,1000000A
1071,2128494700.00,00000000
1072,2128496200.00,1000000B
1073,2128497800.00,00000000
1074,2128499300.00,1000000C
1075,2128500900.00,00000000
1076,2128502400.00,1000000D
1077,2128504000.00,00000000
1078,2128505500.00,1000000E
1079,2128507100.00,00000000
1080,2128508600.00,1000000F
1081,2128510200.00,00000000
1082,2128511700.00,10000010
1083,2128513150.00,00000000
1084,2128514650.00,10000011
1085,2128516250.00,00000000
1086,2128517750.00,10000012
1087,2128519350.00,00000000
1088,2128520850.00,10000013
1089,2128522450.00,00000000
1090,2128523950.00,10000014
1091,2128525550.00,00000000
1092,2128527050.00,10000015
1093,2128528650.00,00000000
1094,2128530150.00,10000016
1095,2128531750.00,00000000
1096,2128533250.00,10000017
1097,2128534850.00,00000000
1098,2128536250.00,10000018
1099,2128537850.00,00000000
1100,2128539350.00,10000019
1101,2128540950.00,00000000
1102,2128542450.00,1000001A
1103,2128544050.00,00000000
1104,2128545550.00,1000001B
1105,2128546950.00,00000000
1106,2128548450.00,1000001C
1107,2128550050.00,00000000
1108,2128551550.00,1000001D
1109,2128553150.00,00000000
1110,2128554650.00,1000001E
1111,2128556250.00,00000000
1112,2128557750.00,1000001F
1113,2128559350.00,00000000
1114,2128560850.00,10000020
1115,2128562450.00,00000000
1116,2128563950.00,10000021
1117,2128565550.00,00000000
1118,2128567050.00,10000022
1119,2128568650.00,00000000
1120,2128570050.00,10000023
1121,2128571650.00,00000000
1122,2128573150.00,10000024
1123,2128574750.00,00000000
1124,2128576250.00,10000025
1125,2128577850.00,00000000
1126,2128579350.00,10000026
1127,2128580700.00,00000000
1128,2128582200.00,10000027
1129,2128583800.00,00000000
1130,2128585300.00,10000028
1131,2128586900.00,00000000
1132,2128588400.00,10000029
1133,2128590000.00,00000000
1134,2128591500.00,1000002A
1135,2128593000.00,00000000
1136,2128594500.00,1000002B
1137,2128596100.00,00000000
1138,2128597600.00,1000002C
1139,2128599200.00,00000000
1140,2128600700.00,1000002D
1141,2128602300.00,00000000
1142,2128603700.00,1000002E
1143,2128605300.00,00000000
1144,2128606800.00,1000002F
1145,2128608400.00,00000000
1146,2128609900.00,10000030
1147,2128611500.00,00000000
1148,2128613000.00,10000031
1149,2128614600.00,00000000
1150,2128616100.00,10000032
1151,2128617700.00,00000000
1152,2128619200.00,10000033
1153,2128620800.00,00000000
1154,2128622300.00,10000034
1155,2128623900.00,00000000
1156,2128625400.00,10000035
1157,2128626850.00,00000000
1158,2128628350.00,10000036
1159,2128629950.00,00000000
1160,2128631450.00,10000037
1161,2128633050.00,00000000
1162,2128634550.00,10000038
1163,2128636150.00,00000000
1164,2128637650.00,10000039
1165,2128639250.00,00000000
1166,2128640750.00,1000003A
1167,2128642350.00,00000000
1168,2128643850.00,1000003B
1169,2128645450.00,00000000
1170,2128646950.00,1000003C
1171,2128648550.00,00000000
1172,2128649950.00,1000003D
1173,2128651550.00,00000000
1174,2128653050.00,1000003E
1175,2128654650.00,00000000
1176,2128656150.00,1000003F
1177,2128657750.00,00000000
1178,2128661750.00,40000000
1179,2212095700.00,90000020
1180,2212095950.00,90000020
1181,2262570150.00,90000020
1182,2262570450.00,90000020
1183,2312755450.00,90000020
1184,2312755750.00,90000020
1185,2362688400.00,90000020
1186,2362688650.00,90000020
1187,2412602100.00,90000020
1188,2412602350.00,90000020
1189,2462579850.00,90000020
1190,2462580100.00,90000020
1191,2516787250.00,90000020
1192,2516787500.00,90000020
1193,2559962950.00,90000020
1194,2559963250.00,90000020
1195,2609845400.00,90000020
1196,2609845700.00,90000020
1197,2659612350.00,90000020
1198,2659612600.00,90000020
1199,2709316150.00,90000020
1200,2709316450.00,90000020
1201,2758995550.00,90000020
1202,2758995800.00,90000020
1203,2808653400.00,90000020
1204,2808653650.00,90000020
1205,2858301750.00,90000020
1206,2858302050.00,90000020
1207,2907930050.00,90000020
1208,2907930300.00,90000020
1209,2957552700.00,90000020
1210,2957552950.00,90000020
1211,3007166400.00,90000020
1212,3007166650.00,90000020
1213,3056892700.00,90000020
1214,3056892950.00,90000020
1215,3106721200.00,90000020
1216,3106721450.00,90000020
1217,3156605500.00,90000020
1218,3156605800.00,90000020
1219,3206480800.00,90000020
1220,3206481100.00,90000020
1221,3256234150.00,90000020
1222,3256234400.00,90000020
1223,3305899900.00,90000020
1224,3305900200.00,90000020
1225,3355515300.00,90000020
1226,3355515550.00,90000020
1227,3405119400.00,90000020
1228,3405119650.00,90000020
1229,3454711650.00,90000020
1230,3454711900.00,90000020
1231,3504266400.00,90000020
1232,3504266650.00,90000020
1233,3553846750.00,90000020
1234,3553847000.00,90000020
1235,3603416100.00,90000020
1236,3603416350.00,90000020
1237,3653032850.00,90000020
1238,3653033100.00,90000020
1239,3702784100.00,90000020
1240,3702784350.00,90000020
1241,3752612300.00,90000020
1242,3752612550.00,90000020
1243,3802475550.00,90000020
1244,3802475800.00,90000020
1245,3852300400.00,90000020
1246,3852300700.00,90000020
1247,3902001300.00,90000020
1248,3902001550.00,90000020
1249,3951629300.00,90000020
1250,3951629550.00,90000020
1251,4001232600.00,90000020
1252,4001232900.00,90000020
1253,4050824250.00,90000020
1254,4050824500.00,90000020
1255,4100415300.00,90000020
1256,4100415550.00,90000020
1257,4149994500.00,90000020
1258,4149994750.00,90000020
1259,4199578550.00,90000020
1260,4199578800.00,90000020
1261,4249150850.00,90000020
1262,4249151100.00,90000020
1263,4298719150.00,90000020
1264,4298719400.00,90000020
1265,4348377350.00,90000020
1266,4348377600.00,90000020
1267,4398157300.00,90000020
1268,4398157550.00,90000020
1269,4447994550.00,90000020
1270,4447994850.00,90000020
1271,4497845900.00,90000020
1272,4497846200.00,90000020
1273,4547595650.00,90000020
1274,4547595900.00,90000020
1275,4597242750.00,90000020
1276,4597243000.00,90000020
1277,4646838550.00,90000020
1278,4646838800.00,90000020
1279,4696421650.00,90000020
1280,4696421900.00,90000020
1281,4745960500.00,90000020
1282,4745960750.00,90000020
1283,4795528300.00,90000020
1284,4795528550.00,90000020
1285,4845102450.00,90000020
1286,4845102700.00,90000020
1287,4894674100.00,90000020
1288,4894674400.00,90000020
1289,4944271050.00,90000020
1290,4944271300.00,90000020
1291,4993994150.00,90000020
1292,4993994400.00,90000020
1293,5043808150.00,90000020
1294,5043808400.00,90000020
1295,5093657000.00,90000020
1296,5093657250.00,90000020
1297,5143417300.00,90000020
1298,5143417550.00,90000020
1299,5193075050.00,90000020
1300,5193075300.00,90000020
1301,5242697950.00,90000020
1302,5242698250.00,90000020
1303,5292287250.00,90000020
1304,5292287500.00,90000020
1305,5341868250.00,90000020
1306,5341868500.00,90000020
1307,5391436150.00,90000020
1308,5391436400.00,90000020
1309,5441012350.00,90000020
1310,5441012650.00,90000020
1311,5490588400.00,90000020
1312,5490588700.00,90000020
1313,5540222850.00,90000020
1314,5540223100.00,90000020
1315,5589988450.00,90000020
1316,5589988700.00,90000020
1317,5639831400.00,90000020
1318,5639831700.00,90000020
1319,5689698850.00,90000020
1320,5689699100.00,90000020
1321,5739484000.00,90000020
1322,5739484250.00,90000020
1323,5789153500.00,90000020
1324,5789153750.00,90000020
1325,5838768600.00,90000020
1326,5838768900.00,90000020
1327,5888369950.00,90000020
1328,5888370200.00,90000020
1329,5937958700.00,90000020
1330,5937958950.00,90000020
1331,5987514150.00,90000020
1332,5987514400.00,90000020
1333,6037090100.00,90000020
1334,6037090400.00,90000020
1335,6086668300.00,90000020
1336,6086668550.00,90000020
1337,6136345550.00,90000020
1338,6136345800.00,90000020
1339,6186138400.00,90000020
1340,6186138650.00,90000020
1341,6235986650.00,90000020
1342,6235986900.00,90000020
1343,6285852300.00,90000020
1344,6285852550.00,90000020
1345,6335610600.00,90000020
1346,6335610850.00,90000020
1347,6385283750.00,90000020
1348,6385284000.00,90000020
1349,6434910800.00,90000020
1350,6434911050.00,90000020
1351,6484518650.00,90000020
1352,6484518900.00,90000020
1353,6534111850.00,90000020
1354,6534112100.00,90000020
1355,6583708200.00,90000020
1356,6583708450.00,90000020
1357,6633297800.00,90000020
1358,6633298050.00,90000020
1359,6682876100.00,90000020
1360,6682876350.00,90000020
1361,6732530200.00,90000020
1362,6732530450.00,90000020
1363,6782302750.00,90000020
1364,6782303000.00,90000020
1365,6832146250.00,90000020
1366,6832146500.00,90000020
1367,6882014300.00,90000020
1368,6882014550.00,90000020
1369,6931789150.00,90000020
1370,6931789400.00,90000020
1371,6981466650.00,90000020
1372,6981466900.00,90000020
1373,7031098050.00,90000020
1374,7031098300.00,90000020
1375,7080712000.00,90000020
1376,7080712300.00,90000020
1377,7130315700.00,90000020
1378,7130316000.00,90000020
1379,7179887250.00,90000020
1380,7179887500.00,90000020
1381,7229494450.00,90000020
1382,7229494700.00,90000020
1383,7279097250.00,90000020
1384,7279097500.00,90000020
1385,7328747000.00,90000020
1386,7328747250.00,90000020
1387,7378527050.00,90000020
1388,7378527350.00,90000020
1389,7428391250.00,90000020
1390,7428391550.00,90000020
1391,7478287600.00,90000020
1392,7478287850.00,90000020
1393,7528126150.00,90000020
1394,7528126400.00,90000020
1395,7577842450.00,90000020
1396,7577842750.00,90000020
1397,7627502850.00,90000020
1398,7627503150.00,90000020
1399,7677132400.00,90000020
1400,7677132700.00,90000020
1401,7726744850.00,90000020
1402,7726745100.00,90000020
1403,7776348050.00,90000020
1404,7776348350.00,90000020
1405,7825961150.00,90000020
1406,7825961400.00,90000020
1407,7875568900.00,90000020
1408,7875569200.00,90000020
1409,7925177850.00,90000020
1410,7925178100.00,90000020
1411,7974794000.00,90000020
1412,7974794250.00,90000020
1413,8024478350.00,90000020
1414,8024478600.00,90000020
1415,8074280850.00,90000020
1416,8074281150.00,90000020
1417,8124156000.00,90000020
1418,8124156250.00,90000020
1419,8174052550.00,90000020
1420,8174052800.00,90000020
1421,8223862750.00,90000020
1422,8223863050.00,90000020
1423,8273570050.00,90000020
1424,8273570300.00,90000020
1425,8323232800.00,90000020
1426,8323233050.00,90000020
1427,8372873350.00,90000020
1428,8372873600.00,90000020
1429,8422479000.00,90000020
1430,8422479250.00,90000020
1431,8472103400.00,90000020
1432,8472103650.00,90000020
1433,8521722700.00,90000020
1434,8521722950.00,90000020
1435,8571351850.00,90000020
1436,8571352150.00,90000020
1437,8621093700.00,90000020
1438,8621094000.00,90000020
1439,8670950750.00,90000020
1440,8670951000.00,90000020
1441,8720853400.00,90000020
1442,8720853650.00,90000020
1443,8770738800.00,90000020
1444,8770739100.00,90000020
1445,8820507700.00,90000020
1446,8820507950.00,90000020
1447,8870202100.00,90000020
1448,8870202350.00,90000020
1449,8919863300.00,90000020
1450,8919863600.00,90000020
1451,8969511250.00,90000020
1452,8969511500.00,90000020
1453,9019150700.00,90000020
1454,9019150950.00,90000020
1455,9068786950.00,90000020
1456,9068787200.00,90000020
1457,9118412600.00,90000020
1458,9118412850.00,90000020
1459,9168047300.00,90000020
1460,9168047550.00,90000020
1461,9217783950.00,90000020
1462,9217784250.00,90000020
1463,9267638300.00,90000020
1464,9267638550.00,90000020
1465,9317537750.00,90000020
1466,9317538000.00,90000020
1467,9367400100.00,90000020
1468,9367400350.00,90000020
1469,9417152650.00,90000020
1470,9417152950.00,90000020
1471,9466838550.00,90000020
1472,9466838800.00,90000020
1473,9516501600.00,90000020
1474,9516501850.00,90000020
1475,9566149050.00,90000020
1476,9566149350.00,90000020
1477,9615791000.00,90000020
1478,9615791250.00,90000020
1479,9665396450.00,90000020
1480,9665396700.00,90000020
1481,9715031150.00,90000020
1482,9715031450.00,90000020
1483,9764781450.00,90000020
1484,9764781700.00,90000020
1485,9814647700.00,90000020
1486,9814647950.00,90000020
1487,9864558000.00,90000020
1488,9864558250.00,90000020
1489,9914482200.00,90000020
1490,9914482450.00,90000020
1491,9964288500.00,90000020
1492,9964288750.00,90000020
1493,10014013600.00,90000020
1494,10014013900.00,90000020
1495,10063699450.00,90000020
1496,10063699750.00,90000020
1497,10113369700.00,90000020
1498,10113369950.00,90000020
1499,10163031200.00,90000020
1500,10163031500.00,90000020
1501,10212693350.00,90000020
1502,10212693650.00,90000020
1503,10262356500.00,90000020
1504,10262356750.00,90000020
1505,10312019800.00,90000020
1506,10312020050.00,90000020
1507,10361672100.00,90000020
1508,10361672350.00,90000020
1509,10411429300.00,90000020
1510,10411429550.00,90000020
1511,10461297250.00,90000020
1512,10461297500.00,90000020
1513,10511225250.00,90000020
1514,10511225500.00,90000020
1515,10561174500.00,90000020
1516,10561174750.00,90000020
1517,10611039000.00,90000020
1518,10611039250.00,90000020
1519,10660766250.00,90000020
1520,10660766500.00,90000020
1521,10710432000.00,90000020
1522,10710432250.00,90000020
1523,10760086200.00,90000020
1524,10760086450.00,90000020
1525,10809748100.00,90000020
1526,10809748350.00,90000020
1527,10859410650.00,90000020
1528,10859410900.00,90000020
1529,10909051000.00,90000020
1530,10909051250.00,90000020
1531,10958713900.00,90000020
1532,10958714150.00,90000020
1533,11008357400.00,90000020
1534,11008357650.00,90000020
1535,11057973300.00,90000020
1536,11057973550.00,90000020
1537,11107592650.00,90000020
1538,11107592900.00,90000020
1539,11157235800.00,90000020
1540,11157236100.00,90000020
1541,11206892400.00,90000020
1542,11206892650.00,90000020
1543,11256654400.00,90000020
1544,11256654650.00,90000020
1545,11306519050.00,90000020
1546,11306519300.00,90000020
1547,11356446500.00,90000020
1548,11356446800.00,90000020
1549,11406366300.00,90000020
1550,11406366550.00,90000020
1551,11456181450.00,90000020
1552,11456181700.00,90000020
1553,11505916250.00,90000020
1554,11505916500.00,90000020
1555,11555613500.00,90000020
1556,11555613800.00,90000020
1557,11605283800.00,90000020
1558,11605284050.00,90000020
1559,11654941500.00,90000020
1560,11654941750.00,90000020
1561,11704599800.00,90000020
1562,11704600100.00,90000020
1563,11754261050.00,90000020
1564,11754261350.00,90000020
1565,11803932950.00,90000020
1566,11803933250.00,90000020
1567,11853614400.00,90000020
1568,11853614700.00,90000020
1569,11903416900.00,90000020
1570,11903417150.00,90000020
1571,11953318950.00,90000020
1572,11953319250.00,90000020
1573,12003253950.00,90000020
1574,12003254200.00,90000020
1575,12053136850.00,90000020
1576,12053137100.00,90000020
1577,12102915050.00,90000020
1578,12102915300.00,90000020
1579,12149059450.00,90000020
1580,12149059750.00,90000020
1581,12189674000.00,90000020
1582,12189674250.00,90000020
1583,12190068650.00,B0000004
1584,12190069950.00,B0000003
1585,12235894000.00,90000020
1586,12235894300.00,90000020
1587,12299591700.00,90000020
1588,12299592000.00,90000020
1589,12369028950.00,90000020
1590,12369029250.00,90000020
1591,12438126950.00,90000020
1592,12438127200.00,90000020
1593,12509586650.00,90000020
1594,12509586900.00,90000020
1595,12574941550.00,90000020
1596,12574941850.00,90000020
1597,12643610150.00,90000020
1598,12643610450.00,90000020
1599,12715793700.00,90000020
1600,12715794000.00,90000020
1601,12791422450.00,90000020
1602,12791422700.00,90000020
1603,12860387600.00,90000020
1604,12860387850.00,90000020
1605,12932319800.00,90000020
1606,12932320050.00,90000020
1607,13007202900.00,90000020
1608,13007203150.00,90000020
1609,13077355850.00,80000018
1610,13077356800.00,80000018
1611,13077357750.00,80000002
1612,13077358700.00,8000003C
1613,13077360000.00,8000003C
1614,13077361000.00,80000002
1615,13077362200.00,80000010
1616,13077365900.00,9000000B
1617,13077366850.00,90000000
1618,13077368300.00,90000020
1619,13077369450.00,90000020
1620,13077370900.00,90000000
1621,13077372050.00,90000000
1622,13077728250.00,C0000003
1623,13077736050.00,0000003F
1624,13077736650.00,D0000004
1625,13077737250.00,D0000004
1626,13077746100.00,E000000C
1627,13077752750.00,F0000010
1628,13077764900.00,90000000
1629,13077765150.00,90000000
1630,13077790700.00,10000000
1631,13077798400.00,00000000
1632,13077800500.00,10000001
1633,13077802100.00,0000003F
1634,13077804000.00,10000002
1635,13077805600.00,00000000
1636,13077806950.00,10000003
1637,13077808550.00,0000003F
1638,13077810200.00,10000004
1639,13077812150.00,00000000
1640,13077813650.00,10000005
1641,13077815250.00,0000003F
1642,13077817200.00,10000006
1643,13077818800.00,00000000
1644,13077820300.00,10000007
1645,13077821650.00,0000003F
1646,13077823300.00,10000008
1647,13077824900.00,0000003F
1648,13077826450.00,10000009
1649,13077827850.00,00000000
1650,13077829450.00,1000000A
1651,13077831050.00,0000003F
1652,13077832600.00,1000000B
1653,13077834200.00,00000000
1654,13077835900.00,1000000C
1655,13077837500.00,0000003F
1656,13077838750.00,1000000D
1657,13077840300.00,00000000
1658,13077842300.00,1000000E
1659,13077843900.00,0000003F
1660,13077845450.00,1000000F
1661,13077847050.00,00000000
1662,13077848850.00,10000010
1663,13077849900.00,00000000
1664,13077851750.00,10000011
1665,13077853350.00,00000000
1666,13077854800.00,10000012
1667,13077856400.00,00000000
1668,13077857900.00,10000013
1669,13077859500.00,00000000
1670,13077860700.00,10000014
1671,13077862300.00,00000000
1672,13077863800.00,10000015
1673,13077865400.00,00000000
1674,13077866850.00,10000016
1675,13077868450.00,00000000
1676,13077869950.00,10000017
1677,13077871450.00,00000000
1678,13077872950.00,10000018
1679,13077874550.00,00000000
1680,13077876050.00,10000019
1681,13077877650.00,00000000
1682,13077879150.00,1000001A
1683,13077880750.00,00000000
1684,13077882250.00,1000001B
1685,13077883600.00,00000000
1686,13077885100.00,1000001C
1687,13077886700.00,00000000
1688,13077888200.00,1000001D
1689,13077889700.00,00000000
1690,13077891200.00,1000001E
1691,13077892800.00,00000000
1692,13077894150.00,1000001F
1693,13077895500.00,00000000
1694,13077897000.00,10000020
1695,13077898600.00,00000000
1696,13077900100.00,10000021
1697,13077901700.00,00000000
1698,13077903200.00,10000022
1699,13077904800.00,00000000
1700,13077906300.00,10000023
1701,13077907900.00,00000000
1702,13077909400.00,10000024
1703,13077911000.00,00000000
1704,13077912500.00,10000025
1705,13077914100.00,00000000
1706,13077915600.00,10000026
1707,13077917100.00,00000000
1708,13077918600.00,10000027
1709,13077920200.00,00000000
1710,13077921700.00,10000028
1711,13077923300.00,00000000
1712,13077924800.00,10000029
1713,13077926400.00,00000000
1714,13077927650.00,1000002A
1715,13077929250.00,00000000
1716,13077930750.00,1000002B
1717,13077932350.00,00000000
1718,13077933850.00,1000002C
1719,13077935450.00,00000000
1720,13077936950.00,1000002D
1721,13077938550.00,00000000
1722,13077940050.00,1000002E
1723,13077941650.00,00000000
1724,13077943150.00,1000002F
1725,13077944750.00,00000000
1726,13077946250.00,10000030
1727,13077947850.00,00000000
1728,13077949250.00,10000031
1729,13077950850.00,00000000
1730,13077952350.00,10000032
1731,13077953950.00,00000000
1732,13077955450.00,10000033
1733,13077957050.00,00000000
1734,13077958500.00,10000034
1735,13077960100.00,00000000
1736,13077961600.00,10000035
1737,13077963200.00,00000000
1738,13077964500.00,10000036
1739,13077966100.00,00000000
1740,13077967600.00,10000037
1741,13077969200.00,00000000
1742,13077970650.00,10000038
1743,13077972200.00,00000000
1744,13077973700.00,10000039
1745,13077975300.00,00000000
1746,13077976750.00,1000003A
1747,13077978350.00,00000000
1748,13077979850.00,1000003B
1749,13077981450.00,00000000
1750,13077982650.00,1000003C
1751,13077984250.00,00000000
1752,13077985750.00,1000003D
1753,13077987100.00,00000000
1754,13077988600.00,1000003E
1755,13077990200.00,00000000
1756,13077991700.00,1000003F
1757,13077993200.00,00000000
1758,13077994700.00,10000000
1759,13077996300.00,00000000
1760,13077997800.00,10000001
1761,13077999250.00,00000000
1762,13078000750.00,10000002
1763,13078002350.00,00000000
1764,13078003850.00,10000003
1765,13078005350.00,00000000
1766,13078006850.00,10000004
1767,13078008450.00,00000000
1768,13078009950.00,10000005
1769,13078011550.00,00000000
1770,13078013050.00,10000006
1771,13078014650.00,00000000
1772,13078015850.00,10000007
1773,13078017450.00,00000000
1774,13078018950.00,10000008
1775,13078020550.00,00000000
1776,13078021900.00,10000009
1777,13078023500.00,00000000
1778,13078025000.00,1000000A
1779,13078026500.00,00000000
1780,13078028000.00,1000000B
1781,13078029600.00,00000000
1782,13078031100.00,1000000C
1783,13078032700.00,00000000
1784,13078034150.00,1000000D
1785,13078035750.00,00000000
1786,13078037250.00,1000000E
1787,13078038750.00,00000000
1788,13078040250.00,1000000F
1789,13078041850.00,00000000
1790,13078043350.00,10000010
1791,13078044950.00,00000000
1792,13078046450.00,10000011
1793,13078048050.00,00000000
1794,13078049350.00,10000012
1795,13078050950.00,00000000
1796,13078052450.00,10000013
1797,13078054050.00,00000000
1798,13078055550.00,10000014
1799,13078057150.00,00000000
1800,13078058650.00,10000015
1801,13078060250.00,00000000
1802,13078061750.00,10000016
1803,13078063350.00,00000000
1804,13078064850.00,10000017
1805,13078066450.00,00000000
1806,13078067950.00,10000018
1807,13078069550.00,00000000
1808,13078071050.00,10000019
1809,13078072550.00,00000000
1810,13078074050.00,1000001A
1811,13078075650.00,00000000
1812,13078077150.00,1000001B
1813,13078078750.00,00000000
1814,13078080250.00,1000001C
1815,13078081850.00,00000000
1816,13078083300.00,1000001D
1817,13078084900.00,00000000
1818,13078086400.00,1000001E
1819,13078088000.00,00000000
1820,13078089500.00,1000001F
1821,13078090800.00,00000000
1822,13078092300.00,10000020
1823,13078093750.00,00000000
1824,13078095250.00,10000021
1825,13078096850.00,00000000
1826,13078098350.00,10000022
1827,13078099950.00,00000000
1828,13078101450.00,10000023
1829,13078102850.00,00000000
1830,13078104350.00,10000024
1831,13078105900.00,00000000
1832,13078107400.00,10000025
1833,13078108850.00,00000000
1834,13078110350.00,10000026
1835,13078111950.00,00000000
1836,13078113450.00,10000027
1837,13078114750.00,00000000
1838,13078116000.00,10000028
1839,13078117600.00,00000000
1840,13078119100.00,10000029
1841,13078120650.00,00000000
1842,13078122150.00,1000002A
1843,13078123750.00,00000000
1844,13078125250.00,1000002B
1845,13078126850.00,00000000
1846,13078128350.00,1000002C
1847,13078129950.00,00000000
1848,13078131450.00,1000002D
1849,13078133050.00,00000000
1850,13078134550.00,1000002E
1851,13078136150.00,00000000
1852,13078137350.00,1000002F
1853,13078138900.00,00000000
1854,13078140400.00,10000030
1855,13078142000.00,00000000
1856,13078143350.00,10000031
1857,13078144950.00,00000000
1858,13078146450.00,10000032
1859,13078148050.00,00000000
1860,13078149350.00,10000033
1861,13078150950.00,00000000
1862,13078152450.00,10000034
1863,13078154050.00,00000000
1864,13078155550.00,10000035
1865,13078157150.00,00000000
1866,13078158650.00,10000036
1867,13078160250.00,00000000
1868,13078161750.00,10000037
1869,13078163350.00,00000000
1870,13078164850.00,10000038
1871,13078166150.00,00000000
1872,13078167650.00,10000039
1873,13078169250.00,00000000
1874,13078170750.00,1000003A
1875,13078172150.00,00000000
1876,13078173650.00,1000003B
1877,13078175250.00,00000000
1878,13078176750.00,1000003C
1879,13078178150.00,00000000
1880,13078179650.00,1000003D
1881,13078181250.00,00000000
1882,13078182400.00,1000003E
1883,13078183950.00,00000000
1884,13078185450.00,1000003F
1885,13078187050.00,00000000
1886,13078188550.00,10000000
1887,13078190150.00,00000000
1888,13078191650.00,10000001
1889,13078193250.00,00000000
1890,13078194750.00,10000002
1891,13078196350.00,00000000
1892,13078197850.00,10000003
1893,13078199450.00,00000000
1894,13078200950.00,10000004
1895,13078202550.00,00000000
1896,13078204050.00,10000005
1897,13078205550.00,00000000
1898,13078207050.00,10000006
1899,13078208650.00,00000000
1900,13078210150.00,10000007
1901,13078211750.00,00000000
1902,13078213250.00,10000008
1903,13078214850.00,00000000
1904,13078216300.00,10000009
1905,13078217900.00,00000000
1906,13078219400.00,1000000A
1907,13078221000.00,00000000
1908,13078222500.00,1000000B
1909,13078224100.00,00000000
1910,13078225600.00,1000000C
1911,13078227200.00,00000000
1912,13078228600.00,1000000D
1913,13078230200.00,00000000
1914,13078231700.00,1000000E
1915,13078233300.00,00000000
1916,13078234800.00,1000000F
1917,13078236400.00,00000000
1918,13078237900.00,10000010
1919,13078239500.00,00000000
1920,13078241000.00,10000011
1921,13078242600.00,00000000
1922,13078244100.00,10000012
1923,13078245700.00,00000000
1924,13078246900.00,10000013
1925,13078248450.00,00000000
1926,13078249950.00,10000014
1927,13078251550.00,00000000
1928,13078253000.00,10000015
1929,13078254600.00,00000000
1930,13078256100.00,10000016
1931,13078257700.00,00000000
1932,13078259200.00,10000017
1933,13078260650.00,00000000
1934,13078262150.00,10000018
1935,13078263750.00,00000000
1936,13078265250.00,10000019
1937,13078266850.00,00000000
1938,13078268350.00,1000001A
1939,13078269650.00,00000000
1940,13078270900.00,1000001B
1941,13078272500.00,00000000
1942,13078274000.00,1000001C
1943,13078275450.00,00000000
1944,13078276950.00,1000001D
1945,13078278550.00,00000000
1946,13078280050.00,1000001E
1947,13078281400.00,00000000
1948,13078282900.00,1000001F
1949,13078284500.00,00000000
1950,13078286000.00,10000020
1951,13078287600.00,00000000
1952,13078289100.00,10000021
1953,13078290700.00,00000000
1954,13078292200.00,10000022
1955,13078293750.00,00000000
1956,13078295250.00,10000023
1957,13078296850.00,00000000
1958,13078298300.00,10000024
1959,13078299900.00,00000000
1960,13078301400.00,10000025
1961,13078303000.00,00000000
1962,13078304200.00,10000026
1963,13078305800.00,00000000
1964,13078307300.00,10000027
1965,13078308900.00,00000000
1966,13078310350.00,10000028
1967,13078311950.00,00000000
1968,13078313450.00,10000029
1969,13078314800.00,00000000
1970,13078316300.00,1000002A
1971,13078317900.00,00000000
1972,13078319400.00,1000002B
1973,13078320750.00,00000000
1974,13078322250.00,1000002C
1975,13078323850.00,00000000
1976,13078325350.00,1000002D
1977,13078326700.00,00000000
1978,13078328200.00,1000002E
1979,13078329800.00,00000000
1980,13078331300.00,1000002F
1981,13078332900.00,00000000
1982,13078334400.00,10000030
1983,13078336000.00,00000000
1984,13078337350.00,10000031
1985,13078338950.00,00000000
1986,13078340450.00,10000032
1987,13078342050.00,00000000
1988,13078343550.00,10000033
1989,13078345150.00,00000000
1990,13078346650.00,10000034
1991,13078348250.00,00000000
1992,13078349750.00,10000035
1993,13078351350.00,00000000
1994,13078352850.00,10000036
1995,13078354450.00,00000000
1996,13078355950.00,10000037
1997,13078357550.00,00000000
1998,13078389250.00,90000020
1999,13078389500.00,90000020
2000,13078399550.00,10000038
2001,13078401450.00,00000000
2002,13078402900.00,10000039
2003,13078404500.00,00000000
2004,13078406000.00,1000003A
2005,13078407600.00,00000000
2006,13078409100.00,1000003B
2007,13078410700.00,00000000
2008,13078412200.00,1000003C
2009,13078413800.00,00000000
2010,13078415200.00,1000003D
2011,13078416800.00,00000000
