Id,Time[ns],Parallel: Items
729,924959450.00,00
730,924960700.00,30
731,924962300.00,00
732,924963800.00,31
733,924965400.00,00
734,924966900.00,32
735,924968500.00,00
736,924970000.00,33
737,924971600.00,00
738,924973100.00,34
739,924974700.00,00
740,924976200.00,35
741,924977800.00,00
742,924979300.00,36
743,924980900.00,00
744,924982400.00,37
745,924983900.00,00
746,924985400.00,38
747,924987000.00,00
748,924988500.00,39
749,924990100.00,00
750,924991600.00,3A
751,924993200.00,00
752,924994650.00,3B
753,924996250.00,00
754,924997750.00,3C
755,924999350.00,00
756,925000850.00,3D
757,925002450.00,00
758,925003950.00,3E
759,925005550.00,00
760,925006950.00,3F
761,925008550.00,00
762,925010050.00,40
763,925011650.00,00
764,925013100.00,41
765,925014700.00,00
766,925016200.00,42
767,925017550.00,00
768,925018750.00,43
769,925020350.00,00
770,925021850.00,44
771,925023450.00,00
772,925024750.00,45
773,925026350.00,00
774,925027850.00,46
775,925029450.00,00
776,925030950.00,47
777,925032550.00,00
778,925034050.00,48
779,925035650.00,00
780,925037100.00,49
781,925038700.00,00
782,925040100.00,4A
783,925041700.00,00
784,925043150.00,4B
785,925044750.00,00
786,925046250.00,4C
787,925047850.00,00
788,925049300.00,4D
789,925050650.00,00
790,925052150.00,4E
791,925053750.00,00
792,925055250.00,4F
793,925056850.00,00
794,925058350.00,50
795,925059700.00,00
796,925061200.00,51
797,925062800.00,00
798,925064300.00,52
799,925065750.00,00
800,925067250.00,53
801,925068850.00,00
802,925070350.00,54
803,925071900.00,00
804,925073350.00,55
805,925074950.00,00
806,925076450.00,56
807,925077850.00,00
808,925079350.00,57
809,925080950.00,00
810,925082450.00,58
811,925083800.00,00
812,925085300.00,59
813,925086900.00,00
814,925088400.00,5A
815,925089950.00,00
816,925091450.00,5B
817,925093050.00,00
818,925094550.00,5C
819,925096050.00,00
820,925097550.00,5D
821,925099150.00,00
822,925100650.00,5E
823,925102250.00,00
824,925103750.00,5F
825,925105350.00,00
826,925106750.00,60
827,925108350.00,00
828,925109850.00,61
829,925111450.00,00
830,925112650.00,62
831,925114250.00,00
832,925115750.00,63
833,925117250.00,00
834,925118650.00,64
835,925120250.00,00
836,925121750.00,65
837,925123350.00,00
838,925124850.00,66
839,925126450.00,00
840,925127950.00,67
841,925129450.00,00
842,925130950.00,68
843,925132550.00,00
844,925134050.00,69
845,925135650.00,00
846,925137150.00,6A
847,925138750.00,00
848,925140150.00,6B
849,925141700.00,00
850,925143200.00,6C
851,925144800.00,00
852,925146300.00,6D
853,925147900.00,00
854,925149400.00,6E
855,925150900.00,00
856,925152400.00,6F
857,925154000.00,00
858,925155500.00,70
859,925157100.00,00
860,925158600.00,71
861,925160200.00,00
862,925161700.00,72
863,925163200.00,00
864,925164700.00,73
865,925166300.00,00
866,925167800.00,74
867,925169400.00,00
868,925170900.00,75
869,925172500.00,00
870,925173950.00,76
871,925175550.00,00
872,925177050.00,77
873,925178650.00,00
874,925180150.00,78
875,925181750.00,00
876,925183250.00,79
877,925184850.00,00
878,925186350.00,7A
879,925187950.00,00
880,925189450.00,7B
881,925191050.00,00
882,925192550.00,7C
883,925194150.00,00
884,925195350.00,7D
885,925196850.00,00
886,925198350.00,7E
887,925199950.00,00
888,925201300.00,7F
889,925202900.00,00
890,925204400.00,80
891,925206000.00,00
892,925207450.00,81
893,925209050.00,00
894,925210550.00,82
895,925212150.00,00
896,925213650.00,83
897,925215250.00,00
898,925216750.00,84
899,925218350.00,00
900,925219850.00,85
901,925221450.00,00
902,925222950.00,86
903,925224300.00,00
904,925225800.00,87
905,925227400.00,00
906,925228900.00,88
907,925230100.00,00
908,925231600.00,89
909,925233200.00,00
910,925234700.00,8A
911,925236100.00,00
912,925237600.00,8B
913,925239200.00,00
914,925240650.00,8C
915,925242200.00,00
916,925243700.00,8D
917,925245300.00,00
918,925246800.00,8E
919,925248400.00,00
920,925249900.00,8F
921,925251500.00,00
922,925252900.00,90
923,925254500.00,00
924,925256000.00,91
925,925257600.00,00
926,925259100.00,92
927,925260700.00,00
928,925262200.00,93
929,925263550.00,00
930,925264850.00,94
931,925266450.00,00
932,925267950.00,95
933,925269550.00,00
934,925271050.00,96
935,925272650.00,00
936,925274150.00,97
937,925275750.00,00
938,925277250.00,98
939,925278850.00,00
940,925280350.00,99
941,925281950.00,00
942,925283450.00,9A
943,925285050.00,00
944,925286550.00,9B
945,925288000.00,00
946,925289500.00,9C
947,925291100.00,00
948,925292600.00,9D
949,925293900.00,00
950,925295400.00,9E
951,925296900.00,00
952,925298400.00,9F
953,925299950.00,00
954,925301450.00,A0
955,925303050.00,00
956,925304550.00,A1
957,925306100.00,00
958,925307550.00,A2
959,925309150.00,00
960,925310650.00,A3
961,925312250.00,00
962,925313750.00,A4
963,925315350.00,00
964,925316850.00,A5
965,925318450.00,00
966,925319950.00,A6
967,925321550.00,00
968,925322950.00,A7
969,925324550.00,00
970,925326050.00,A8
971,925327650.00,00
972,925329100.00,A9
973,925330650.00,00
974,925332150.00,AA
975,925333750.00,00
976,925335250.00,AB
977,925336850.00,00
978,925338350.00,AC
979,925339950.00,00
980,925341350.00,AD
981,925342950.00,00
982,925344450.00,AE
983,925346050.00,00
984,925347550.00,AF
985,925349150.00,00
986,925350650.00,B0
987,925352250.00,00
988,925353700.00,B1
989,925355300.00,00
990,925356800.00,B2
991,925358400.00,00
992,925359900.00,B3
993,925361500.00,00
994,925363000.00,B4
995,925364450.00,00
996,925365950.00,B5
997,925367550.00,00
998,925369050.00,B6
999,925370650.00,00
1000,925372150.00,B7
1001,925373750.00,00
1002,925375250.00,B8
1003,925376850.00,00
1004,925378350.00,B9
1005,925379950.00,00
1006,925381400.00,BA
1007,925383000.00,00
1008,925384500.00,BB
1009,925386100.00,00
1010,925387200.00,BC
1011,925388800.00,00
1012,925390300.00,BD
1013,925391900.00,00
1014,925393350.00,BE
1015,925394950.00,00
1016,925396450.00,BF
1017,925397900.00,00
1018,925399400.00,C0
1019,925401000.00,00
1020,925402500.00,C1
1021,925404100.00,00
1022,925405600.00,C2
1023,925407200.00,00
1024,925408700.00,C3
1025,925410150.00,00
1026,925411650.00,C4
1027,925413250.00,00
1028,925414750.00,C5
1029,925416100.00,00
1030,925417600.00,C6
1031,925419200.00,00
1032,925420600.00,C7
1033,925422200.00,00
1034,925423700.00,C8
1035,925425300.00,00
1036,925426800.00,C9
1037,925428400.00,00
1038,925429900.00,CA
1039,925431400.00,00
1040,925432900.00,CB
