Id,Time[ns],1:I²C: Address/Data
964,5518560000.00,ACK
965,5518595000.00,Data read: 00
966,5518790000.00,ACK
967,5518822500.00,Data read: 00
968,5519017500.00,ACK
969,5519052500.00,Data read: 00
970,5519245000.00,ACK
971,5519280000.00,Data read: 00
972,5519475000.00,ACK
973,5519510000.00,Data read: 00
974,5519702500.00,ACK
975,5519737500.00,Data read: 00
976,5519932500.00,ACK
977,5519965000.00,Data read: 00
978,5520160000.00,ACK
979,5520192500.00,Data read: 00
980,5520387500.00,ACK
981,5520422500.00,Data read: 00
982,5520615000.00,ACK
983,5520650000.00,Data read: 00
984,5520845000.00,ACK
985,5520877500.00,Data read: 00
986,5521072500.00,ACK
987,5521107500.00,Data read: 00
988,5521302500.00,ACK
989,5521335000.00,Data read: 00
990,5521530000.00,ACK
991,5521565000.00,Data read: 00
992,5521757500.00,ACK
993,5521792500.00,Data read: 00
994,5521987500.00,ACK
995,5522020000.00,Data read: 00
996,5522215000.00,ACK
997,5522250000.00,Data read: 00
998,5522442500.00,ACK
999,5522477500.00,Data read: 00
1000,5522672500.00,ACK
1001,5522705000.00,Data read: 00
1002,5522900000.00,ACK
1003,5522935000.00,Data read: 00
1004,5523127500.00,ACK
1005,5523162500.00,Data read: 00
1006,5523357500.00,ACK
1007,5523390000.00,Data read: 00
1008,5523585000.00,ACK
1009,5523620000.00,Data read: 00
1010,5523812500.00,ACK
1011,5523847500.00,Data read: 00
1012,5524042500.00,ACK
1013,5524075000.00,Data read: 00
1014,5524270000.00,ACK
1015,5524305000.00,Data read: 00
1016,5524500000.00,ACK
1017,5524532500.00,Data read: 00
1018,5524727500.00,ACK
1019,5524760000.00,Data read: 00
1020,5524955000.00,ACK
1021,5524990000.00,Data read: 00
1022,5525182500.00,ACK
1023,5525217500.00,Data read: 00
1024,5525412500.00,ACK
1025,5525445000.00,Data read: 00
1026,5525640000.00,ACK
1027,5525675000.00,Data read: 00
1028,5525867500.00,ACK
1029,5525902500.00,Data read: 00
1030,5526097500.00,ACK
1031,5526130000.00,Data read: 00
1032,5526325000.00,ACK
1033,5526360000.00,Data read: 00
1034,5526555000.00,ACK
1035,5526587500.00,Data read: 0A
1036,5526782500.00,ACK
1037,5526815000.00,Data read: 01
1038,5527010000.00,ACK
1039,5527045000.00,Data read: 00
1040,5527240000.00,ACK
1041,5527272500.00,Data read: 00
1042,5527467500.00,ACK
1043,5527502500.00,Data read: 00
1044,5527695000.00,ACK
1045,5527730000.00,Data read: 00
1046,5527925000.00,ACK
1047,5527957500.00,Data read: 00
1048,5528152500.00,NACK
1049,5528187500.00,Stop
1050,5883977500.00,Start
1051,5884022500.00,Address write: A0
1052,5884257500.00,Write
1053,5884292500.00,ACK
1054,5884330000.00,Data write: 13
1055,5884597500.00,ACK
1056,5884635000.00,Data write: 51
1057,5884905000.00,ACK
1058,5884940000.00,Stop
1059,5884962500.00,Start
1060,5885005000.00,Address write: A0
1061,5885242500.00,Write
1062,5885275000.00,ACK
1063,5885310000.00,Data write: 3F
1064,5885580000.00,ACK
1065,5885615000.00,Data write: F0
1066,5885885000.00,ACK
1067,5885920000.00,Stop
1068,6034952500.00,Start
1069,6035000000.00,Address write: A0
1070,6035237500.00,Write
1071,6035275000.00,ACK
1072,6035312500.00,Data write: 05
1073,6035582500.00,ACK
1074,6035617500.00,Start repeat
1075,6035660000.00,Address read: A1
1076,6035897500.00,Read
1077,6035930000.00,ACK
1078,6035970000.00,Data read: 01
1079,6036165000.00,NACK
1080,6036200000.00,Stop
1081,6036230000.00,Start
1082,6036272500.00,Address write: A0
1083,6036510000.00,Write
1084,6036542500.00,ACK
1085,6036577500.00,Data write: 01
1086,6036847500.00,ACK
1087,6036882500.00,Start repeat
1088,6036927500.00,Address read: A1
1089,6037162500.00,Read
1090,6037197500.00,ACK
1091,6037230000.00,Data read: 83
1092,6037427500.00,ACK
1093,6037462500.00,Data read: 00
1094,6037657500.00,ACK
1095,6037692500.00,Data read: 14
1096,6037887500.00,ACK
1097,6037922500.00,Data read: 02
1098,6038117500.00,ACK
1099,6038152500.00,Data read: 01
1100,6038347500.00,ACK
1101,6038382500.00,Data read: 01
1102,6038577500.00,NACK
1103,6038610000.00,Stop
1104,19133695000.00,Start
1105,19133745000.00,Address write: A0
1106,19134527500.00,Write
1107,19134567500.00,ACK
1108,19134607500.00,Data write: 40
1109,19134885000.00,ACK
1110,19135040000.00,Start repeat
1111,19135085000.00,Address read: A1
1112,19135325000.00,Read
1113,19135362500.00,ACK
1114,19135402500.00,Data read: 00
1115,19135602500.00,NACK
1116,19135637500.00,Stop
1117,19136777500.00,Start
1118,19136827500.00,Address write: A0
1119,19137070000.00,Write
1120,19137107500.00,ACK
1121,19137150000.00,Data write: 40
1122,19137425000.00,ACK
1123,19137460000.00,Start repeat
1124,19137507500.00,Address read: A1
1125,19137747500.00,Read
1126,19137782500.00,ACK
1127,19137822500.00,Data read: 00
1128,19138027500.00,NACK
1129,19138062500.00,Stop
1130,19752770000.00,Start
1131,19753365000.00,Address write: A0
1132,19753610000.00,Write
1133,19753647500.00,ACK
1134,19753685000.00,Data write: 40
1135,19753962500.00,ACK
1136,19753997500.00,Start repeat
1137,19754042500.00,Address read: A1
1138,19754285000.00,Read
1139,19754320000.00,ACK
1140,19754357500.00,Data read: 00
1141,19754560000.00,NACK
1142,19754597500.00,Stop
1143,62154777500.00,Start
1144,62154825000.00,Stop
1145,62154847500.00,Start
1146,62154892500.00,Stop
1147,62154915000.00,Start
1148,62154960000.00,Stop
1149,62154982500.00,Start
1150,62155025000.00,Stop
1151,62155047500.00,Start
1152,62155092500.00,Stop
1153,62155115000.00,Start
1154,62155157500.00,Stop
1155,62155180000.00,Start
1156,62155225000.00,Stop
1157,62155247500.00,Start
1158,62155290000.00,Stop
1159,62155312500.00,Start
1160,62155357500.00,Stop
1161,62155380000.00,Start
1162,62155422500.00,Stop
1163,62155445000.00,Start
1164,62155490000.00,Stop
1165,62155512500.00,Start
1166,62155555000.00,Stop
1167,62155577500.00,Start
1168,62155622500.00,Stop
1169,62155645000.00,Start
1170,62155687500.00,Stop
1171,62155710000.00,Start
1172,62155755000.00,Stop
1173,62155777500.00,Start
1174,62155820000.00,Stop
1175,62163187500.00,Start
1176,62163237500.00,Address write: A0
1177,62163480000.00,Write
1178,62163517500.00,ACK
1179,62163557500.00,Data write: 40
1180,62163835000.00,ACK
1181,62163870000.00,Start repeat
1182,62163915000.00,Address read: A1
1183,62164157500.00,Read
1184,62164192500.00,ACK
1185,62164232500.00,Data read: 00
1186,62164435000.00,NACK
1187,62164470000.00,Stop
1188,62546095000.00,Start
1189,62546142500.00,Stop
1190,62546165000.00,Start
1191,62546210000.00,Stop
1192,62546232500.00,Start
1193,62546275000.00,Stop
1194,62546297500.00,Start
1195,62546342500.00,Stop
1196,62546365000.00,Start
1197,62546407500.00,Stop
1198,62546430000.00,Start
1199,62546475000.00,Stop
1200,62546497500.00,Start
1201,62546540000.00,Stop
1202,62546562500.00,Start
1203,62546605000.00,Stop
1204,62546630000.00,Start
1205,62546672500.00,Stop
1206,62546695000.00,Start
1207,62546737500.00,Stop
1208,62546760000.00,Start
1209,62546805000.00,Stop
1210,62546827500.00,Start
1211,62546870000.00,Stop
1212,62546892500.00,Start
1213,62546937500.00,Stop
1214,62546960000.00,Start
1215,62547002500.00,Stop
1216,62547025000.00,Start
1217,62547070000.00,Stop
1218,62547092500.00,Start
1219,62547135000.00,Stop
1220,62547160000.00,Start
1221,62547210000.00,Address write: A0
1222,62547447500.00,Write
1223,62547482500.00,ACK
1224,62547520000.00,Data write: 10
1225,62547790000.00,ACK
1226,62547825000.00,Start repeat
1227,62547870000.00,Address read: A1
1228,62548105000.00,Read
1229,62548140000.00,ACK
1230,62548177500.00,Data read: 00
1231,62548375000.00,ACK
1232,62548410000.00,Data read: 76
1233,62548605000.00,ACK
1234,62548637500.00,Data read: 02
1235,62548832500.00,ACK
1236,62548865000.00,Data read: 51
1237,62549060000.00,ACK
1238,62549095000.00,Data read: 00
1239,62549290000.00,ACK
1240,62549322500.00,Data read: 6F
1241,62549517500.00,ACK
1242,62549552500.00,Data read: 40
1243,62549745000.00,ACK
1244,62549780000.00,Data read: 00
1245,62549975000.00,ACK
1246,62550007500.00,Data read: 00
1247,62550202500.00,ACK
1248,62550235000.00,Data read: 00
1249,62550430000.00,ACK
1250,62550465000.00,Data read: 2C
1251,62550660000.00,ACK
1252,62550692500.00,Data read: 38
1253,62550887500.00,ACK
1254,62550920000.00,Data read: 00
1255,62551115000.00,ACK
1256,62551150000.00,Data read: 00
1257,62551345000.00,ACK
1258,62551377500.00,Data read: 00
1259,62551572500.00,ACK
1260,62551607500.00,Data read: 00
1261,62551800000.00,ACK
1262,62551835000.00,Data read: 00
1263,62552030000.00,ACK
1264,62552062500.00,Data read: 00
1265,62552257500.00,ACK
1266,62552292500.00,Data read: 00
1267,62552487500.00,ACK
1268,62552520000.00,Data read: 00
1269,62552715000.00,ACK
1270,62552747500.00,Data read: 00
1271,62552942500.00,ACK
1272,62552977500.00,Data read: 00
1273,62553170000.00,ACK
1274,62553205000.00,Data read: 00
1275,62553400000.00,ACK
1276,62553432500.00,Data read: 00
1277,62553627500.00,ACK
1278,62553662500.00,Data read: 00
1279,62553855000.00,ACK
1280,62553890000.00,Data read: 00
1281,62554085000.00,ACK
1282,62554117500.00,Data read: 00
1283,62554312500.00,ACK
1284,62554347500.00,Data read: 00
1285,62554542500.00,ACK
1286,62554575000.00,Data read: 10
1287,62554770000.00,ACK
1288,62554805000.00,Data read: 00
1289,62554997500.00,ACK
1290,62555032500.00,Data read: 00
1291,62555227500.00,ACK
1292,62555260000.00,Data read: 00
1293,62555455000.00,ACK
1294,62555487500.00,Data read: 00
1295,62555682500.00,ACK
1296,62555717500.00,Data read: 00
1297,62555912500.00,ACK
1298,62555945000.00,Data read: 00
1299,62556140000.00,ACK
1300,62556172500.00,Data read: 00
1301,62556367500.00,ACK
1302,62556402500.00,Data read: 00
1303,62556597500.00,ACK
1304,62556630000.00,Data read: 00
1305,62556825000.00,ACK
1306,62556860000.00,Data read: 00
1307,62557052500.00,ACK
1308,62557087500.00,Data read: 00
1309,62557282500.00,ACK
1310,62557315000.00,Data read: 00
1311,62557510000.00,ACK
1312,62557545000.00,Data read: 00
1313,62557737500.00,ACK
1314,62557772500.00,Data read: 00
1315,62557967500.00,ACK
1316,62558000000.00,Data read: 00
1317,62558195000.00,ACK
1318,62558227500.00,Data read: 00
1319,62558422500.00,ACK
1320,62558457500.00,Data read: 00
1321,62558652500.00,ACK
1322,62558685000.00,Data read: EA
1323,62558880000.00,ACK
1324,62558915000.00,Data read: F0
1325,62559107500.00,ACK
1326,62559142500.00,Data read: 00
1327,62559337500.00,ACK
1328,62559370000.00,Data read: FE
1329,62559565000.00,ACK
1330,62559600000.00,Data read: 00
1331,62559795000.00,ACK
1332,62559827500.00,Data read: EB
1333,62560022500.00,ACK
1334,62560055000.00,Data read: 00
1335,62560250000.00,ACK
1336,62560285000.00,Data read: 08
1337,62560477500.00,ACK
1338,62560512500.00,Data read: 00
1339,62560707500.00,ACK
1340,62560740000.00,Data read: 00
1341,62560935000.00,ACK
1342,62560970000.00,Data read: 00
1343,62561162500.00,ACK
1344,62561197500.00,Data read: 00
1345,62561392500.00,ACK
1346,62561425000.00,Data read: 10
1347,62561620000.00,ACK
1348,62561655000.00,Data read: 54
1349,62561850000.00,ACK
1350,62561882500.00,Data read: 20
1351,62562077500.00,ACK
1352,62562112500.00,Data read: 08
1353,62562305000.00,ACK
1354,62562340000.00,Data read: 0A
1355,62562535000.00,ACK
1356,62562567500.00,Data read: 2C
1357,62562762500.00,ACK
1358,62562795000.00,Data read: 90
1359,62562990000.00,ACK
1360,62563025000.00,Data read: 02
1361,62563220000.00,ACK
1362,62563252500.00,Data read: 00
1363,62563447500.00,ACK
1364,62563480000.00,Data read: 00
1365,62563675000.00,ACK
1366,62563710000.00,Data read: 00
1367,62563905000.00,ACK
1368,62563937500.00,Data read: 00
1369,62564132500.00,ACK
1370,62564167500.00,Data read: 00
1371,62564360000.00,ACK
1372,62564395000.00,Data read: 00
1373,62564590000.00,ACK
1374,62564622500.00,Data read: 00
1375,62564817500.00,ACK
1376,62564852500.00,Data read: 00
1377,62565047500.00,ACK
1378,62565080000.00,Data read: 00
1379,62565275000.00,ACK
1380,62565307500.00,Data read: 00
1381,62565502500.00,ACK
1382,62565537500.00,Data read: 03
1383,62565730000.00,ACK
1384,62565765000.00,Data read: 00
1385,62565960000.00,ACK
1386,62565992500.00,Data read: 00
1387,62566187500.00,ACK
1388,62566222500.00,Data read: 00
1389,62566417500.00,ACK
1390,62566450000.00,Data read: 00
1391,62566645000.00,ACK
1392,62566677500.00,Data read: 00
1393,62566872500.00,ACK
1394,62566907500.00,Data read: 00
1395,62567102500.00,ACK
1396,62567135000.00,Data read: 00
1397,62567330000.00,ACK
1398,62567365000.00,Data read: 00
1399,62567557500.00,ACK
1400,62567592500.00,Data read: 00
1401,62567787500.00,ACK
1402,62567820000.00,Data read: 00
1403,62568015000.00,ACK
1404,62568047500.00,Data read: 00
1405,62568242500.00,ACK
1406,62568277500.00,Data read: 00
1407,62568472500.00,ACK
1408,62568505000.00,Data read: 00
1409,62568700000.00,ACK
1410,62568732500.00,Data read: 00
1411,62568927500.00,ACK
1412,62568962500.00,Data read: 00
1413,62569157500.00,ACK
1414,62569190000.00,Data read: 00
1415,62569385000.00,ACK
1416,62569420000.00,Data read: 00
1417,62569612500.00,ACK
1418,62569647500.00,Data read: 00
1419,62569842500.00,ACK
1420,62569875000.00,Data read: 00
1421,62570070000.00,ACK
1422,62570105000.00,Data read: 00
1423,62570297500.00,ACK
1424,62570332500.00,Data read: 00
1425,62570527500.00,ACK
1426,62570560000.00,Data read: 00
1427,62570755000.00,ACK
1428,62570790000.00,Data read: 00
1429,62570982500.00,ACK
1430,62571017500.00,Data read: 00
1431,62571212500.00,ACK
1432,62571245000.00,Data read: 00
1433,62571440000.00,ACK
1434,62571475000.00,Data read: 00
1435,62571667500.00,ACK
1436,62571702500.00,Data read: 00
1437,62571897500.00,ACK
1438,62571930000.00,Data read: 00
1439,62572125000.00,ACK
1440,62572160000.00,Data read: 00
1441,62572355000.00,ACK
1442,62572387500.00,Data read: 00
1443,62572582500.00,ACK
1444,62572617500.00,Data read: 00
1445,62572810000.00,ACK
1446,62572845000.00,Data read: 00
1447,62573037500.00,ACK
1448,62573072500.00,Data read: 00
1449,62573267500.00,ACK
1450,62573300000.00,Data read: 00
1451,62573495000.00,ACK
1452,62573530000.00,Data read: 00
1453,62573722500.00,ACK
1454,62573757500.00,Data read: 00
1455,62573952500.00,ACK
1456,62573985000.00,Data read: 00
1457,62574180000.00,ACK
1458,62574215000.00,Data read: 00
1459,62574410000.00,ACK
1460,62574442500.00,Data read: 00
1461,62574637500.00,ACK
1462,62574672500.00,Data read: 00
1463,62574865000.00,ACK
1464,62574900000.00,Data read: 00
1465,62575095000.00,ACK
1466,62575127500.00,Data read: 00
1467,62575322500.00,ACK
1468,62575357500.00,Data read: 00
1469,62575550000.00,ACK
1470,62575585000.00,Data read: 00
1471,62575780000.00,ACK
1472,62575812500.00,Data read: 00
1473,62576007500.00,ACK
1474,62576040000.00,Data read: 00
1475,62576235000.00,ACK
1476,62576270000.00,Data read: 00
1477,62576465000.00,ACK
1478,62576497500.00,Data read: 00
1479,62576700000.00,ACK
1480,62576735000.00,Data read: 00
1481,62576927500.00,ACK
1482,62576962500.00,Data read: 00
1483,62577157500.00,ACK
1484,62577190000.00,Data read: 00
1485,62577385000.00,ACK
1486,62577420000.00,Data read: 00
1487,62577615000.00,ACK
1488,62577647500.00,Data read: 00
1489,62577842500.00,ACK
1490,62577875000.00,Data read: 00
1491,62578070000.00,ACK
1492,62578105000.00,Data read: 00
1493,62578297500.00,ACK
1494,62578332500.00,Data read: 00
1495,62578527500.00,ACK
1496,62578560000.00,Data read: 00
1497,62578755000.00,ACK
1498,62578790000.00,Data read: 00
1499,62578982500.00,ACK
1500,62579017500.00,Data read: 00
1501,62579212500.00,ACK
1502,62579245000.00,Data read: 00
1503,62579440000.00,ACK
1504,62579475000.00,Data read: 00
1505,62579667500.00,ACK
1506,62579702500.00,Data read: 00
1507,62579897500.00,ACK
1508,62579930000.00,Data read: 00
1509,62580125000.00,ACK
1510,62580160000.00,Data read: 00
1511,62580355000.00,ACK
1512,62580387500.00,Data read: 00
1513,62580582500.00,ACK
1514,62580617500.00,Data read: 00
1515,62580810000.00,ACK
1516,62580845000.00,Data read: 00
1517,62581037500.00,ACK
1518,62581072500.00,Data read: 00
1519,62581267500.00,ACK
1520,62581300000.00,Data read: 00
1521,62581495000.00,ACK
1522,62581530000.00,Data read: 00
1523,62581722500.00,ACK
1524,62581757500.00,Data read: 00
1525,62581952500.00,ACK
1526,62581985000.00,Data read: 00
1527,62582180000.00,ACK
1528,62582215000.00,Data read: 00
1529,62582410000.00,ACK
1530,62582442500.00,Data read: 00
1531,62582637500.00,ACK
1532,62582672500.00,Data read: 00
1533,62582867500.00,ACK
1534,62582900000.00,Data read: 00
1535,62583095000.00,ACK
1536,62583127500.00,Data read: 00
1537,62583322500.00,ACK
1538,62583357500.00,Data read: 00
1539,62583550000.00,ACK
1540,62583585000.00,Data read: 00
1541,62583780000.00,ACK
1542,62583812500.00,Data read: 00
1543,62584007500.00,ACK
1544,62584042500.00,Data read: 00
1545,62584235000.00,ACK
1546,62584270000.00,Data read: 00
1547,62584465000.00,ACK
1548,62584497500.00,Data read: 00
1549,62584692500.00,ACK
1550,62584727500.00,Data read: 00
1551,62584920000.00,ACK
1552,62584955000.00,Data read: 00
1553,62585150000.00,ACK
1554,62585182500.00,Data read: 00
1555,62585377500.00,ACK
1556,62585412500.00,Data read: 00
1557,62585607500.00,ACK
1558,62585640000.00,Data read: 00
1559,62585835000.00,ACK
1560,62585867500.00,Data read: 00
1561,62586062500.00,ACK
1562,62586097500.00,Data read: 00
1563,62586290000.00,ACK
1564,62586325000.00,Data read: 00
1565,62586520000.00,ACK
1566,62586552500.00,Data read: 00
1567,62586747500.00,ACK
1568,62586782500.00,Data read: 00
1569,62586977500.00,ACK
1570,62587010000.00,Data read: 00
1571,62587205000.00,ACK
1572,62587237500.00,Data read: 00
1573,62587432500.00,ACK
1574,62587467500.00,Data read: 00
1575,62587662500.00,ACK
1576,62587695000.00,Data read: 00
1577,62587890000.00,ACK
1578,62587925000.00,Data read: 00
1579,62588117500.00,ACK
1580,62588152500.00,Data read: 00
1581,62588347500.00,ACK
1582,62588380000.00,Data read: 60
1583,62588575000.00,ACK
1584,62588610000.00,Data read: 13
1585,62588802500.00,ACK
1586,62588837500.00,Data read: 00
1587,62589032500.00,ACK
1588,62589065000.00,Data read: 00
1589,62589260000.00,ACK
1590,62589295000.00,Data read: A4
1591,62589487500.00,ACK
1592,62589522500.00,Data read: FD
1593,62589717500.00,ACK
1594,62589750000.00,Data read: 10
1595,62589945000.00,ACK
1596,62589980000.00,Data read: 41
1597,62590175000.00,ACK
1598,62590207500.00,Data read: FF
1599,62590402500.00,ACK
1600,62590435000.00,Data read: 01
1601,62590630000.00,ACK
1602,62590665000.00,Data read: 60
1603,62590857500.00,ACK
1604,62590892500.00,Data read: 00
1605,62591087500.00,ACK
1606,62591120000.00,Data read: 11
1607,62591315000.00,ACK
1608,62591350000.00,Data read: 00
1609,62591542500.00,ACK
1610,62591577500.00,Data read: 00
1611,62591772500.00,ACK
1612,62591805000.00,Data read: 00
1613,62592000000.00,ACK
1614,62592035000.00,Data read: 00
1615,62592230000.00,ACK
1616,62592262500.00,Data read: 00
1617,62592457500.00,ACK
1618,62592490000.00,Data read: 00
1619,62592685000.00,ACK
1620,62592720000.00,Data read: 00
1621,62592915000.00,ACK
1622,62592947500.00,Data read: F0
1623,62593142500.00,ACK
1624,62593177500.00,Data read: 00
1625,62593370000.00,ACK
1626,62593405000.00,Data read: 00
1627,62593597500.00,ACK
1628,62593632500.00,Data read: 00
1629,62593827500.00,ACK
1630,62593860000.00,Data read: 00
1631,62594055000.00,ACK
1632,62594090000.00,Data read: 00
1633,62594285000.00,ACK
1634,62594317500.00,Data read: 00
1635,62594512500.00,ACK
1636,62594547500.00,Data read: 00
1637,62594740000.00,ACK
1638,62594775000.00,Data read: 00
1639,62594970000.00,ACK
1640,62595002500.00,Data read: 00
1641,62595197500.00,ACK
1642,62595232500.00,Data read: 00
1643,62595427500.00,ACK
1644,62595460000.00,Data read: 00
1645,62595655000.00,ACK
1646,62595687500.00,Data read: 00
1647,62595882500.00,ACK
1648,62595917500.00,Data read: 00
1649,62596110000.00,ACK
1650,62596145000.00,Data read: 00
1651,62596340000.00,ACK
1652,62596372500.00,Data read: 00
1653,62596567500.00,ACK
1654,62596602500.00,Data read: 00
1655,62596795000.00,ACK
1656,62596830000.00,Data read: 00
1657,62597025000.00,ACK
1658,62597057500.00,Data read: 00
1659,62597252500.00,ACK
1660,62597287500.00,Data read: 00
1661,62597480000.00,ACK
1662,62597515000.00,Data read: 00
1663,62597710000.00,ACK
1664,62597742500.00,Data read: 00
1665,62597937500.00,ACK
1666,62597972500.00,Data read: 00
1667,62598167500.00,ACK
1668,62598200000.00,Data read: 00
1669,62598395000.00,ACK
1670,62598427500.00,Data read: 00
1671,62598622500.00,ACK
1672,62598657500.00,Data read: 00
1673,62598850000.00,ACK
1674,62598885000.00,Data read: 00
1675,62599080000.00,ACK
1676,62599112500.00,Data read: 00
1677,62599307500.00,ACK
1678,62599342500.00,Data read: 00
1679,62599537500.00,ACK
1680,62599570000.00,Data read: 00
1681,62599765000.00,ACK
1682,62599797500.00,Data read: 00
1683,62599992500.00,ACK
1684,62600027500.00,Data read: 00
1685,62600222500.00,ACK
1686,62600255000.00,Data read: 00
1687,62600450000.00,ACK
1688,62600485000.00,Data read: 00
1689,62600677500.00,ACK
1690,62600712500.00,Data read: 00
1691,62600907500.00,ACK
1692,62600940000.00,Data read: 00
1693,62601135000.00,ACK
1694,62601170000.00,Data read: 00
1695,62601362500.00,ACK
1696,62601397500.00,Data read: 0A
1697,62601592500.00,ACK
1698,62601625000.00,Data read: 01
1699,62601820000.00,ACK
1700,62601855000.00,Data read: 00
1701,62602047500.00,ACK
1702,62602082500.00,Data read: 00
1703,62602277500.00,ACK
1704,62602310000.00,Data read: 00
1705,62602505000.00,ACK
1706,62602540000.00,Data read: 00
1707,62602735000.00,ACK
1708,62602767500.00,Data read: 00
1709,62602962500.00,NACK
1710,62602997500.00,Stop
1711,62958780000.00,Start
1712,62958822500.00,Address write: A0
1713,62959060000.00,Write
1714,62959092500.00,ACK
1715,62959127500.00,Data write: 13
1716,62959397500.00,ACK
1717,62959435000.00,Data write: 51
1718,62959702500.00,ACK
1719,62959740000.00,Stop
1720,62959762500.00,Start
1721,62959805000.00,Address write: A0
1722,62960042500.00,Write
1723,62960075000.00,ACK
1724,62960110000.00,Data write: 3F
1725,62960380000.00,ACK
1726,62960415000.00,Data write: F0
1727,62960682500.00,ACK
1728,62960717500.00,Stop
1729,63109712500.00,Start
1730,63109762500.00,Address write: A0
1731,63110000000.00,Write
1732,63110037500.00,ACK
1733,63110075000.00,Data write: 05
1734,63110345000.00,ACK
1735,63110380000.00,Start repeat
1736,63110425000.00,Address read: A1
1737,63110660000.00,Read
1738,63110692500.00,ACK
1739,63110732500.00,Data read: 01
1740,63110930000.00,NACK
1741,63110965000.00,Stop
1742,63110995000.00,Start
1743,63111037500.00,Address write: A0
1744,63111275000.00,Write
1745,63111307500.00,ACK
1746,63111342500.00,Data write: 01
1747,63111612500.00,ACK
1748,63111647500.00,Start repeat
1749,63111692500.00,Address read: A1
1750,63111927500.00,Read
1751,63111962500.00,ACK
1752,63111997500.00,Data read: 90
1753,63112192500.00,ACK
1754,63112227500.00,Data read: 57
1755,63112422500.00,ACK
1756,63112457500.00,Data read: 14
1757,63112652500.00,ACK
1758,63112687500.00,Data read: 02
1759,63112882500.00,ACK
1760,63112915000.00,Data read: 01
1761,63113112500.00,ACK
1762,63113145000.00,Data read: 01
1763,63113342500.00,NACK
1764,63113375000.00,Stop
1765,76206342500.00,Start
1766,76206395000.00,Address write: A0
1767,76206635000.00,Write
1768,76206672500.00,ACK
1769,76206712500.00,Data write: 40
1770,76206987500.00,ACK
1771,76207022500.00,Start repeat
1772,76207070000.00,Address read: A1
1773,76207312500.00,Read
1774,76207345000.00,ACK
1775,76207385000.00,Data read: 00
1776,76208130000.00,NACK
1777,76208167500.00,Stop
1778,76209285000.00,Start
1779,76209337500.00,Address write: A0
1780,76209577500.00,Write
1781,76209617500.00,ACK
1782,76209777500.00,Data write: 40
1783,76210055000.00,ACK
1784,76210087500.00,Start repeat
1785,76210135000.00,Address read: A1
1786,76210377500.00,Read
1787,76210410000.00,ACK
1788,76210450000.00,Data read: 00
1789,76210652500.00,NACK
1790,76210687500.00,Stop
1791,76825575000.00,Start
1792,76825627500.00,Address write: A0
1793,76825870000.00,Write
1794,76825907500.00,ACK
1795,76825947500.00,Data write: 40
1796,76826222500.00,ACK
1797,76826260000.00,Start repeat
1798,76826305000.00,Address read: A1
1799,76827082500.00,Read
1800,76827117500.00,ACK
1801,76827160000.00,Data read: 00
1802,76827362500.00,NACK
1803,76827397500.00,Stop
