Id,Time[ns],1:I²C: Address/Data
968,4355947500.00,ACK
969,4355982500.00,Data read: 00
970,4356177500.00,ACK
971,4356210000.00,Data read: 00
972,4356405000.00,ACK
973,4356440000.00,Data read: 00
974,4356632500.00,ACK
975,4356667500.00,Data read: 00
976,4356862500.00,ACK
977,4356895000.00,Data read: 00
978,4357090000.00,ACK
979,4357125000.00,Data read: 00
980,4357317500.00,ACK
981,4357352500.00,Data read: 00
982,4357547500.00,ACK
983,4357580000.00,Data read: 00
984,4357775000.00,ACK
985,4357810000.00,Data read: 00
986,4358002500.00,ACK
987,4358037500.00,Data read: 00
988,4358232500.00,ACK
989,4358265000.00,Data read: 00
990,4358460000.00,ACK
991,4358495000.00,Data read: 00
992,4358690000.00,ACK
993,4358722500.00,Data read: 00
994,4358917500.00,ACK
995,4358952500.00,Data read: 00
996,4359145000.00,ACK
997,4359180000.00,Data read: 00
998,4359372500.00,ACK
999,4359407500.00,Data read: 00
1000,4359602500.00,ACK
1001,4359635000.00,Data read: 00
1002,4359830000.00,ACK
1003,4359865000.00,Data read: 00
1004,4360057500.00,ACK
1005,4360092500.00,Data read: 00
1006,4360287500.00,ACK
1007,4360320000.00,Data read: 00
1008,4360515000.00,ACK
1009,4360550000.00,Data read: 00
1010,4360745000.00,ACK
1011,4360777500.00,Data read: 00
1012,4360972500.00,ACK
1013,4361005000.00,Data read: 00
1014,4361200000.00,ACK
1015,4361235000.00,Data read: 00
1016,4361430000.00,ACK
1017,4361462500.00,Data read: 00
1018,4361657500.00,ACK
1019,4361692500.00,Data read: 00
1020,4361885000.00,ACK
1021,4361920000.00,Data read: 00
1022,4362115000.00,ACK
1023,4362147500.00,Data read: 00
1024,4362342500.00,ACK
1025,4362375000.00,Data read: 00
1026,4362570000.00,ACK
1027,4362605000.00,Data read: 00
1028,4362800000.00,ACK
1029,4362832500.00,Data read: 00
1030,4363027500.00,ACK
1031,4363062500.00,Data read: 00
1032,4363255000.00,ACK
1033,4363290000.00,Data read: 00
1034,4363485000.00,ACK
1035,4363517500.00,Data read: 0A
1036,4363712500.00,ACK
1037,4363747500.00,Data read: 01
1038,4363942500.00,ACK
1039,4363975000.00,Data read: 00
1040,4364170000.00,ACK
1041,4364202500.00,Data read: 00
1042,4364397500.00,ACK
1043,4364432500.00,Data read: 00
1044,4364625000.00,ACK
1045,4364660000.00,Data read: 00
1046,4364855000.00,ACK
1047,4364887500.00,Data read: 00
1048,4365082500.00,NACK
1049,4365117500.00,Stop
1050,4720907500.00,Start
1051,4720952500.00,Address write: A0
1052,4721187500.00,Write
1053,4721220000.00,ACK
1054,4721257500.00,Data write: 13
1055,4721527500.00,ACK
1056,4721562500.00,Data write: 51
1057,4721832500.00,ACK
1058,4721867500.00,Stop
1059,4721890000.00,Start
1060,4721935000.00,Address write: A0
1061,4722170000.00,Write
1062,4722205000.00,ACK
1063,4722240000.00,Data write: 3F
1064,4722510000.00,ACK
1065,4722545000.00,Data write: F0
1066,4722815000.00,ACK
1067,4722847500.00,Stop
1068,4871887500.00,Start
1069,4871937500.00,Address write: A0
1070,4872172500.00,Write
1071,4872210000.00,ACK
1072,4872247500.00,Data write: 05
1073,4872517500.00,ACK
1074,4872552500.00,Start repeat
1075,4872597500.00,Address read: A1
1076,4872832500.00,Read
1077,4872867500.00,ACK
1078,4872905000.00,Data read: 01
1079,4873102500.00,NACK
1080,4873137500.00,Stop
1081,4873165000.00,Start
1082,4873210000.00,Address write: A0
1083,4873445000.00,Write
1084,4873480000.00,ACK
1085,4873515000.00,Data write: 01
1086,4873785000.00,ACK
1087,4873820000.00,Start repeat
1088,4873865000.00,Address read: A1
1089,4874100000.00,Read
1090,4874135000.00,ACK
1091,4874170000.00,Data read: 22
1092,4874365000.00,ACK
1093,4874400000.00,Data read: 35
1094,4874595000.00,ACK
1095,4874630000.00,Data read: 52
1096,4874825000.00,ACK
1097,4874860000.00,Data read: 01
1098,4875055000.00,ACK
1099,4875087500.00,Data read: 01
1100,4875282500.00,ACK
1101,4875317500.00,Data read: 01
1102,4875515000.00,NACK
1103,4875547500.00,Stop
1104,17969952500.00,Start
1105,17970002500.00,Address write: A0
1106,17970245000.00,Write
1107,17970282500.00,ACK
1108,17970322500.00,Data write: 40
1109,17971212500.00,ACK
1110,17971250000.00,Start repeat
1111,17971297500.00,Address read: A1
1112,17971535000.00,Read
1113,17971570000.00,ACK
1114,17971607500.00,Data read: 00
1115,17971805000.00,NACK
1116,17971950000.00,Stop
1117,17973100000.00,Start
1118,17973150000.00,Address write: A0
1119,17973385000.00,Write
1120,17973420000.00,ACK
1121,17973457500.00,Data write: 40
1122,17973727500.00,ACK
1123,17973762500.00,Start repeat
1124,17973807500.00,Address read: A1
1125,17974042500.00,Read
1126,17974077500.00,ACK
1127,17974115000.00,Data read: 00
1128,17974310000.00,NACK
1129,17974345000.00,Stop
1130,18589400000.00,Start
1131,18589452500.00,Address write: A0
1132,18590240000.00,Write
1133,18590277500.00,ACK
1134,18590317500.00,Data write: 40
1135,18590595000.00,ACK
1136,18590630000.00,Start repeat
1137,18590675000.00,Address read: A1
1138,18590917500.00,Read
1139,18590952500.00,ACK
1140,18590992500.00,Data read: 00
1141,18591195000.00,NACK
1142,18591230000.00,Stop
