Id,Time[ns],Parallel: Items
1088,713178400.00,00000000
1089,713179900.00,10000001
1090,713181500.00,00000000
1091,713183000.00,10000002
1092,713184600.00,00000000
1093,713186050.00,10000003
1094,713187650.00,00000000
1095,713189150.00,10000004
1096,713190750.00,00000000
1097,713192250.00,10000005
1098,713193850.00,00000000
1099,713195350.00,10000006
1100,713196950.00,00000000
1101,713198450.00,10000007
1102,713200050.00,00000000
1103,713201550.00,10000000
1104,713203150.00,00000000
1105,713204650.00,10000001
1106,713206250.00,00000000
1107,713207750.00,10000002
1108,713209200.00,00000000
1109,713210700.00,10000003
1110,713212300.00,00000000
1111,713213800.00,10000004
1112,713215400.00,00000000
1113,713216900.00,10000005
1114,713218500.00,00000000
1115,713220000.00,10000006
1116,713221600.00,00000000
1117,713223100.00,10000007
1118,713224700.00,00000000
1119,713228650.00,40000000
1120,798635400.00,90000000
1121,798635650.00,90000000
1122,850291200.00,90000000
1123,850291450.00,90000000
1124,901565250.00,90000000
1125,901565500.00,90000000
1126,952503550.00,90000000
1127,952503800.00,90000000
1128,1003275150.00,90000000
1129,1003275400.00,90000000
1130,1053962200.00,90000000
1131,1053962450.00,90000000
1132,1101949400.00,90000000
1133,1101949700.00,90000000
1134,1152504550.00,90000000
1135,1152504850.00,90000000
1136,1203088700.00,90000000
1137,1203089000.00,90000000
1138,1253670250.00,90000000
1139,1253670500.00,90000000
1140,1304225700.00,90000000
1141,1304225950.00,90000000
1142,1354777350.00,90000000
1143,1354777600.00,90000000
1144,1405414450.00,90000000
1145,1405414700.00,90000000
1146,1456193300.00,90000000
1147,1456193550.00,90000000
1148,1507047700.00,90000000
1149,1507048000.00,90000000
1150,1557899450.00,90000000
1151,1557899700.00,90000000
1152,1608619250.00,90000000
1153,1608619500.00,90000000
1154,1659225000.00,90000000
1155,1659225250.00,90000000
1156,1709788150.00,90000000
1157,1709788450.00,90000000
1158,1760320800.00,90000000
1159,1760321050.00,90000000
1160,1810828150.00,90000000
1161,1810828400.00,90000000
1162,1861334400.00,90000000
1163,1861334700.00,90000000
1164,1911824950.00,90000000
1165,1911825200.00,90000000
1166,1962313700.00,90000000
1167,1962314000.00,90000000
1168,2012803350.00,90000000
1169,2012803650.00,90000000
1170,2063277800.00,90000000
1171,2063278050.00,90000000
1172,2113925300.00,90000000
1173,2113925600.00,90000000
1174,2164687300.00,90000000
1175,2164687550.00,90000000
1176,2215493850.00,90000000
1177,2215494150.00,90000000
1178,2266270500.00,90000000
1179,2266270750.00,90000000
1180,2316893800.00,90000000
1181,2316894050.00,90000000
1182,2367443300.00,90000000
1183,2367443600.00,90000000
1184,2417942850.00,90000000
1185,2417943100.00,90000000
1186,2468430000.00,90000000
1187,2468430250.00,90000000
1188,2518910600.00,90000000
1189,2518910850.00,90000000
1190,2569399750.00,90000000
1191,2569400000.00,90000000
1192,2619880550.00,90000000
1193,2619880800.00,90000000
1194,2670355350.00,90000000
1195,2670355650.00,90000000
1196,2720819000.00,90000000
1197,2720819250.00,90000000
1198,2771323500.00,90000000
1199,2771323750.00,90000000
1200,2821980850.00,90000000
1201,2821981100.00,90000000
1202,2872740650.00,90000000
1203,2872740950.00,90000000
1204,2923540850.00,90000000
1205,2923541100.00,90000000
1206,2974262600.00,90000000
1207,2974262850.00,90000000
1208,3024857100.00,90000000
1209,3024857400.00,90000000
1210,3075375000.00,90000000
1211,3075375250.00,90000000
1212,3125866500.00,90000000
1213,3125866750.00,90000000
1214,3176337450.00,90000000
1215,3176337750.00,90000000
1216,3226799900.00,90000000
1217,3226800150.00,90000000
1218,3277265350.00,90000000
1219,3277265600.00,90000000
1220,3327681750.00,90000000
1221,3327682000.00,90000000
1222,3378134800.00,90000000
1223,3378135050.00,90000000
1224,3428601100.00,90000000
1225,3428601350.00,90000000
1226,3479114950.00,90000000
1227,3479115200.00,90000000
1228,3529794250.00,90000000
1229,3529794550.00,90000000
1230,3580552750.00,90000000
1231,3580553000.00,90000000
1232,3631347800.00,90000000
1233,3631348050.00,90000000
1234,3682067300.00,90000000
1235,3682067550.00,90000000
1236,3732649400.00,90000000
1237,3732649700.00,90000000
1238,3783169100.00,90000000
1239,3783169400.00,90000000
1240,3833650100.00,90000000
1241,3833650350.00,90000000
1242,3884118300.00,90000000
1243,3884118600.00,90000000
1244,3934574050.00,90000000
1245,3934574300.00,90000000
1246,3985030950.00,90000000
1247,3985031200.00,90000000
1248,4035480700.00,90000000
1249,4035480950.00,90000000
1250,4085932900.00,90000000
1251,4085933150.00,90000000
1252,4136381250.00,90000000
1253,4136381500.00,90000000
1254,4186836300.00,90000000
1255,4186836550.00,90000000
1256,4237408000.00,90000000
1257,4237408250.00,90000000
1258,4288108750.00,90000000
1259,4288109000.00,90000000
1260,4338869200.00,90000000
1261,4338869450.00,90000000
1262,4389577350.00,90000000
1263,4389577650.00,90000000
1264,4440160550.00,90000000
1265,4440160800.00,90000000
1266,4490678650.00,90000000
1267,4490678900.00,90000000
1268,4541139550.00,90000000
1269,4541139800.00,90000000
1270,4591577300.00,90000000
1271,4591577550.00,90000000
1272,4641972850.00,90000000
1273,4641973100.00,90000000
1274,4692369150.00,90000000
1275,4692369400.00,90000000
1276,4742773600.00,90000000
1277,4742773850.00,90000000
1278,4793189250.00,90000000
1279,4793189550.00,90000000
1280,4843596750.00,90000000
1281,4843597000.00,90000000
1282,4894009750.00,90000000
1283,4894010000.00,90000000
1284,4944442950.00,90000000
1285,4944443200.00,90000000
1286,4994868200.00,90000000
1287,4994868450.00,90000000
1288,5045278200.00,90000000
1289,5045278500.00,90000000
1290,5095721500.00,90000000
1291,5095721750.00,90000000
1292,5146249100.00,90000000
1293,5146249350.00,90000000
1294,5196921750.00,90000000
1295,5196922050.00,90000000
1296,5247675700.00,90000000
1297,5247675950.00,90000000
1298,5298395150.00,90000000
1299,5298395400.00,90000000
1300,5348980200.00,90000000
1301,5348980450.00,90000000
1302,5399463900.00,90000000
1303,5399464150.00,90000000
1304,5449908600.00,90000000
1305,5449908850.00,90000000
1306,5500335150.00,90000000
1307,5500335400.00,90000000
1308,5550759100.00,90000000
1309,5550759350.00,90000000
1310,5601189950.00,90000000
1311,5601190200.00,90000000
1312,5651614100.00,90000000
1313,5651614350.00,90000000
1314,5702058450.00,90000000
1315,5702058700.00,90000000
1316,5752509000.00,90000000
1317,5752509250.00,90000000
1318,5802905500.00,90000000
1319,5802905750.00,90000000
1320,5853326900.00,90000000
1321,5853327150.00,90000000
1322,5903727700.00,90000000
1323,5903728000.00,90000000
1324,5954123050.00,90000000
1325,5954123300.00,90000000
1326,6004538300.00,90000000
1327,6004538600.00,90000000
1328,6054974100.00,90000000
1329,6054974400.00,90000000
1330,6105403650.00,90000000
1331,6105403950.00,90000000
1332,6155935850.00,90000000
1333,6155936100.00,90000000
1334,6206607400.00,90000000
1335,6206607700.00,90000000
1336,6257303550.00,90000000
1337,6257303800.00,90000000
1338,6307949450.00,90000000
1339,6307949700.00,90000000
1340,6358457950.00,90000000
1341,6358458200.00,90000000
1342,6408936350.00,90000000
1343,6408936600.00,90000000
1344,6459400850.00,90000000
1345,6459401100.00,90000000
1346,6509847200.00,90000000
1347,6509847450.00,90000000
1348,6560281150.00,90000000
1349,6560281400.00,90000000
1350,6610683200.00,90000000
1351,6610683450.00,90000000
1352,6661072800.00,90000000
1353,6661073050.00,90000000
1354,6711460100.00,90000000
1355,6711460350.00,90000000
1356,6761826300.00,90000000
1357,6761826600.00,90000000
1358,6812201850.00,90000000
1359,6812202150.00,90000000
1360,6862583450.00,90000000
1361,6862583700.00,90000000
1362,6912960100.00,90000000
1363,6912960400.00,90000000
1364,6963351050.00,90000000
1365,6963351300.00,90000000
1366,7013733400.00,90000000
1367,7013733650.00,90000000
1368,7064164650.00,90000000
1369,7064164950.00,90000000
1370,7114604650.00,90000000
1371,7114604900.00,90000000
1372,7165098700.00,90000000
1373,7165098950.00,90000000
1374,7215680000.00,90000000
1375,7215680300.00,90000000
1376,7266307450.00,90000000
1377,7266307700.00,90000000
1378,7316960300.00,90000000
1379,7316960600.00,90000000
1380,7367511100.00,90000000
1381,7367511350.00,90000000
1382,7418013100.00,90000000
1383,7418013400.00,90000000
1384,7468485200.00,90000000
1385,7468485450.00,90000000
1386,7518944000.00,90000000
1387,7518944250.00,90000000
1388,7569361300.00,90000000
1389,7569361600.00,90000000
1390,7619768650.00,90000000
1391,7619768900.00,90000000
1392,7670198700.00,90000000
1393,7670198950.00,90000000
1394,7720641250.00,90000000
1395,7720641550.00,90000000
1396,7771096300.00,90000000
1397,7771096550.00,90000000
1398,7821552750.00,90000000
1399,7821553050.00,90000000
1400,7871996050.00,90000000
1401,7871996300.00,90000000
1402,7922441700.00,90000000
1403,7922441950.00,90000000
1404,7972886650.00,90000000
1405,7972886900.00,90000000
1406,8023387550.00,90000000
1407,8023387850.00,90000000
1408,8074038950.00,90000000
1409,8074039200.00,90000000
1410,8124776650.00,90000000
1411,8124776900.00,90000000
1412,8175557100.00,90000000
1413,8175557400.00,90000000
1414,8226242350.00,90000000
1415,8226242600.00,90000000
1416,8276772550.00,90000000
1417,8276772800.00,90000000
1418,8327256750.00,90000000
1419,8327257050.00,90000000
1420,8377711200.00,90000000
1421,8377711500.00,90000000
1422,8428155650.00,90000000
1423,8428155900.00,90000000
1424,8478601300.00,90000000
1425,8478601550.00,90000000
1426,8529043100.00,90000000
1427,8529043400.00,90000000
1428,8579483850.00,90000000
1429,8579484100.00,90000000
1430,8629931400.00,90000000
1431,8629931700.00,90000000
1432,8680370350.00,90000000
1433,8680370600.00,90000000
1434,8730803100.00,90000000
1435,8730803350.00,90000000
1436,8781249950.00,90000000
1437,8781250200.00,90000000
1438,8831800550.00,90000000
1439,8831800850.00,90000000
1440,8882492200.00,90000000
1441,8882492450.00,90000000
1442,8933255900.00,90000000
1443,8933256200.00,90000000
1444,8984030800.00,90000000
1445,8984031050.00,90000000
1446,9034688250.00,90000000
1447,9034688500.00,90000000
1448,9085221150.00,90000000
1449,9085221400.00,90000000
1450,9135713700.00,90000000
1451,9135713950.00,90000000
1452,9186188200.00,90000000
1453,9186188500.00,90000000
1454,9236652300.00,90000000
1455,9236652600.00,90000000
1456,9287102950.00,90000000
1457,9287103200.00,90000000
1458,9337570100.00,90000000
1459,9337570400.00,90000000
1460,9388035650.00,90000000
1461,9388035900.00,90000000
1462,9438498750.00,90000000
1463,9438499050.00,90000000
1464,9488938300.00,90000000
1465,9488938550.00,90000000
1466,9539404100.00,90000000
1467,9539404350.00,90000000
1468,9589873350.00,90000000
1469,9589873650.00,90000000
1470,9640485600.00,90000000
1471,9640485900.00,90000000
1472,9691224000.00,90000000
1473,9691224300.00,90000000
1474,9742018400.00,90000000
1475,9742018650.00,90000000
1476,9792787050.00,90000000
1477,9792787350.00,90000000
1478,9843416650.00,90000000
1479,9843416900.00,90000000
1480,9893969450.00,90000000
1481,9893969700.00,90000000
1482,9944477550.00,90000000
1483,9944477800.00,90000000
1484,9994971950.00,90000000
1485,9994972200.00,90000000
1486,10045428250.00,90000000
1487,10045428550.00,90000000
1488,10095894050.00,90000000
1489,10095894350.00,90000000
1490,10146359300.00,90000000
1491,10146359550.00,90000000
1492,10196826900.00,90000000
1493,10196827150.00,90000000
1494,10247302200.00,90000000
1495,10247302450.00,90000000
1496,10297775700.00,90000000
1497,10297775950.00,90000000
1498,10348249650.00,90000000
1499,10348249900.00,90000000
1500,10398838750.00,90000000
1501,10398839050.00,90000000
1502,10449555450.00,90000000
1503,10449555750.00,90000000
1504,10500337550.00,90000000
1505,10500337800.00,90000000
1506,10551100900.00,90000000
1507,10551101150.00,90000000
1508,10601721950.00,90000000
1509,10601722200.00,90000000
1510,10652262200.00,90000000
1511,10652262450.00,90000000
1512,10702770350.00,90000000
1513,10702770600.00,90000000
1514,10746731100.00,90000000
1515,10746731350.00,90000000
1516,10775267150.00,B0000004
1517,10775268350.00,B0000003
1518,10788646600.00,90000000
1519,10788646900.00,90000000
1520,10841062700.00,90000000
1521,10841062950.00,90000000
1522,10909973450.00,90000000
1523,10909973750.00,90000000
1524,10981282250.00,90000000
1525,10981282550.00,90000000
1526,11052990800.00,90000000
1527,11052991100.00,90000000
1528,11123293350.00,90000000
1529,11123293650.00,90000000
1530,11190790750.00,90000000
1531,11190791000.00,90000000
1532,11264255250.00,90000000
1533,11264255500.00,90000000
1534,11339335000.00,90000000
1535,11339335250.00,90000000
1536,11414118000.00,90000000
1537,11414118250.00,90000000
1538,11484029450.00,90000000
1539,11484029700.00,90000000
1540,11561257450.00,90000000
1541,11561257700.00,90000000
1542,11635829200.00,90000000
1543,11635829450.00,90000000
1544,11662842150.00,80000300
1545,11662843100.00,80000000
1546,11662844050.00,80000002
1547,11662844900.00,80000004
1548,11662846200.00,80000204
1549,11662847150.00,80000302
1550,11662848350.00,80000100
1551,11662851950.00,90000203
1552,11662852900.00,90000000
1553,11662854350.00,90000000
1554,11662855450.00,90000000
1555,11662856900.00,90000200
1556,11662858050.00,90000200
1557,11663217450.00,C0001003
1558,11663225000.00,0000C007
1559,11663225650.00,D000D404
1560,11663225950.00,D0001404
1561,11663234400.00,E0000404
1562,11663240950.00,F0001000
1563,11663253650.00,90000000
1564,11663253900.00,90000000
1565,11663280600.00,10000000
1566,11663288400.00,00000000
1567,11663290500.00,10000001
1568,11663292100.00,00000007
1569,11663294050.00,10000002
1570,11663295400.00,0000FF00
1571,11663296900.00,10000003
1572,11663298500.00,0000FF07
1573,11663300150.00,10000004
1574,11663302050.00,00000000
1575,11663303550.00,10000005
1576,11663305150.00,00000007
1577,11663306950.00,10000006
1578,11663308450.00,0000FF00
1579,11663309950.00,10000007
1580,11663311550.00,0000FF07
1581,11663313200.00,10000000
1582,11663314800.00,0000FF07
1583,11663316350.00,10000001
1584,11663317950.00,0000FF00
1585,11663319500.00,10000002
1586,11663321100.00,00000007
1587,11663322650.00,10000003
1588,11663324250.00,00000000
1589,11663325950.00,10000004
1590,11663327550.00,0000FF07
1591,11663329100.00,10000005
1592,11663330350.00,0000FF00
1593,11663332350.00,10000006
1594,11663333950.00,00000007
1595,11663335500.00,10000007
1596,11663337100.00,00000000
1597,11663338900.00,10000000
1598,11663340500.00,00000000
1599,11663342250.00,10000001
1600,11663343850.00,00000000
1601,11663345350.00,10000002
1602,11663346900.00,00000000
1603,11663348400.00,10000003
1604,11663350000.00,00000000
1605,11663351500.00,10000004
1606,11663352850.00,00000000
1607,11663354350.00,10000005
1608,11663355950.00,00000000
1609,11663357450.00,10000006
1610,11663358900.00,00000000
1611,11663360400.00,10000007
1612,11663362000.00,00000000
1613,11663363450.00,10000000
1614,11663364950.00,00000000
1615,11663366450.00,10000001
1616,11663368050.00,00000000
1617,11663369550.00,10000002
1618,11663370850.00,00000000
1619,11663372350.00,10000003
1620,11663373700.00,00000000
1621,11663375200.00,10000004
1622,11663376600.00,00000000
1623,11663378100.00,10000005
1624,11663379700.00,00000000
1625,11663381200.00,10000006
1626,11663382800.00,00000000
1627,11663384300.00,10000007
1628,11663385850.00,00000000
1629,11663387350.00,10000000
1630,11663388950.00,00000000
1631,11663390450.00,10000001
1632,11663392050.00,00000000
1633,11663393550.00,10000002
1634,11663395150.00,00000000
1635,11663396400.00,10000003
1636,11663398000.00,00000000
1637,11663399500.00,10000004
1638,11663401100.00,00000000
1639,11663402600.00,10000005
1640,11663404200.00,00000000
1641,11663405700.00,10000006
1642,11663407300.00,00000000
1643,11663408800.00,10000007
1644,11663410400.00,00000000
1645,11663411900.00,10000000
1646,11663413500.00,00000000
1647,11663415000.00,10000001
1648,11663416600.00,00000000
1649,11663418100.00,10000002
1650,11663419600.00,00000000
1651,11663421100.00,10000003
1652,11663422700.00,00000000
1653,11663424200.00,10000004
1654,11663425800.00,00000000
1655,11663427300.00,10000005
1656,11663428700.00,00000000
1657,11663430100.00,10000006
1658,11663431700.00,00000000
1659,11663433200.00,10000007
1660,11663434800.00,00000000
1661,11663436300.00,10000000
1662,11663437900.00,00000000
1663,11663439400.00,10000001
1664,11663440900.00,00000000
1665,11663442400.00,10000002
1666,11663444000.00,00000000
1667,11663445500.00,10000003
1668,11663446900.00,00000000
1669,11663448400.00,10000004
1670,11663450000.00,00000000
1671,11663451400.00,10000005
1672,11663452750.00,00000000
1673,11663454250.00,10000006
1674,11663455850.00,00000000
1675,11663457350.00,10000007
1676,11663458750.00,00000000
1677,11663460250.00,10000000
1678,11663461850.00,00000000
1679,11663463250.00,10000001
1680,11663464750.00,00000000
1681,11663466250.00,10000002
1682,11663467850.00,00000000
1683,11663469350.00,10000003
1684,11663470600.00,00000000
1685,11663472100.00,10000004
1686,11663473600.00,00000000
1687,11663475100.00,10000005
1688,11663476400.00,00000000
1689,11663477900.00,10000006
1690,11663479500.00,00000000
1691,11663481000.00,10000007
1692,11663482400.00,00000000
1693,11663483900.00,10000000
1694,11663485400.00,00000000
1695,11663486900.00,10000001
1696,11663488400.00,00000000
1697,11663489900.00,10000002
1698,11663491500.00,00000000
1699,11663493000.00,10000003
1700,11663494550.00,00000000
1701,11663495800.00,10000004
1702,11663497400.00,00000000
1703,11663498900.00,10000005
1704,11663500450.00,00000000
1705,11663501950.00,10000006
1706,11663503550.00,00000000
1707,11663505050.00,10000007
1708,11663506650.00,00000000
1709,11663508150.00,10000000
1710,11663509750.00,00000000
1711,11663511250.00,10000001
1712,11663512850.00,00000000
1713,11663514350.00,10000002
1714,11663515950.00,00000000
1715,11663517400.00,10000003
1716,11663519000.00,00000000
1717,11663520500.00,10000004
1718,11663522100.00,00000000
1719,11663523450.00,10000005
1720,11663525050.00,00000000
1721,11663526550.00,10000006
1722,11663528150.00,00000000
1723,11663529550.00,10000007
1724,11663531150.00,00000000
1725,11663532650.00,10000000
1726,11663534250.00,00000000
1727,11663535750.00,10000001
1728,11663537350.00,00000000
1729,11663538850.00,10000002
1730,11663540200.00,00000000
1731,11663541700.00,10000003
1732,11663543300.00,00000000
1733,11663544800.00,10000004
1734,11663546400.00,00000000
1735,11663547900.00,10000005
1736,11663549500.00,00000000
1737,11663551000.00,10000006
1738,11663552500.00,00000000
1739,11663554000.00,10000007
1740,11663555600.00,00000000
1741,11663557100.00,10000000
1742,11663558700.00,00000000
1743,11663560200.00,10000001
1744,11663561800.00,00000000
1745,11663563250.00,10000002
1746,11663564850.00,00000000
1747,11663566350.00,10000003
1748,11663567950.00,00000000
1749,11663569450.00,10000004
1750,11663571050.00,00000000
1751,11663572550.00,10000005
1752,11663574150.00,00000000
1753,11663575650.00,10000006
1754,11663577250.00,00000000
1755,11663578750.00,10000007
1756,11663580350.00,00000000
1757,11663581850.00,10000000
1758,11663583450.00,00000000
1759,11663584850.00,10000001
1760,11663586450.00,00000000
1761,11663587950.00,10000002
1762,11663589550.00,00000000
1763,11663591050.00,10000003
1764,11663592650.00,00000000
1765,11663593850.00,10000004
1766,11663595250.00,00000000
1767,11663596750.00,10000005
1768,11663598350.00,00000000
1769,11663599650.00,10000006
1770,11663601250.00,00000000
1771,11663602750.00,10000007
1772,11663604350.00,00000000
1773,11663605700.00,10000000
1774,11663607250.00,00000000
1775,11663608750.00,10000001
1776,11663610350.00,00000000
1777,11663611800.00,10000002
1778,11663613400.00,00000000
1779,11663614900.00,10000003
1780,11663616500.00,00000000
1781,11663617700.00,10000004
1782,11663619300.00,00000000
1783,11663620800.00,10000005
1784,11663622400.00,00000000
1785,11663623900.00,10000006
1786,11663625500.00,00000000
1787,11663627000.00,10000007
1788,11663628600.00,00000000
1789,11663630100.00,10000000
1790,11663631700.00,00000000
1791,11663633200.00,10000001
1792,11663634750.00,00000000
1793,11663636250.00,10000002
1794,11663637850.00,00000000
1795,11663639350.00,10000003
1796,11663640650.00,00000000
1797,11663642150.00,10000004
1798,11663643750.00,00000000
1799,11663645250.00,10000005
1800,11663646600.00,00000000
1801,11663648100.00,10000006
1802,11663649700.00,00000000
1803,11663651100.00,10000007
1804,11663652400.00,00000000
1805,11663653900.00,10000000
1806,11663655500.00,00000000
1807,11663657000.00,10000001
1808,11663658450.00,00000000
1809,11663659950.00,10000002
1810,11663661300.00,00000000
1811,11663662800.00,10000003
1812,11663664350.00,00000000
1813,11663665850.00,10000004
1814,11663667450.00,00000000
1815,11663668950.00,10000005
1816,11663670500.00,00000000
1817,11663672000.00,10000006
1818,11663673500.00,00000000
1819,11663675000.00,10000007
1820,11663676600.00,00000000
1821,11663678100.00,10000000
1822,11663679700.00,00000000
1823,11663681200.00,10000001
1824,11663682800.00,00000000
1825,11663684200.00,10000002
1826,11663685800.00,00000000
1827,11663687300.00,10000003
1828,11663688900.00,00000000
1829,11663690400.00,10000004
1830,11663692000.00,00000000
1831,11663693500.00,10000005
1832,11663695100.00,00000000
1833,11663696600.00,10000006
1834,11663698200.00,00000000
1835,11663699700.00,10000007
1836,11663701300.00,00000000
1837,11663702800.00,10000000
1838,11663704400.00,00000000
1839,11663705900.00,10000001
1840,11663707350.00,00000000
1841,11663708850.00,10000002
1842,11663710450.00,00000000
1843,11663711950.00,10000003
1844,11663713550.00,00000000
1845,11663715050.00,10000004
1846,11663716650.00,00000000
1847,11663718100.00,10000005
1848,11663719700.00,00000000
1849,11663721200.00,10000006
1850,11663722550.00,00000000
1851,11663724050.00,10000007
1852,11663725650.00,00000000
1853,11663727150.00,10000000
1854,11663728650.00,00000000
1855,11663730150.00,10000001
1856,11663731750.00,00000000
1857,11663733250.00,10000002
1858,11663734600.00,00000000
1859,11663736100.00,10000003
1860,11663737700.00,00000000
1861,11663739200.00,10000004
1862,11663740550.00,00000000
1863,11663742050.00,10000005
1864,11663743650.00,00000000
1865,11663745150.00,10000006
1866,11663746600.00,00000000
1867,11663748100.00,10000007
1868,11663749700.00,00000000
1869,11663751150.00,10000000
1870,11663752700.00,00000000
1871,11663754200.00,10000001
1872,11663755800.00,00000000
1873,11663757300.00,10000002
1874,11663758600.00,00000000
1875,11663760100.00,10000003
1876,11663761550.00,00000000
1877,11663763050.00,10000004
1878,11663764500.00,00000000
1879,11663766000.00,10000005
1880,11663767600.00,00000000
1881,11663769100.00,10000006
1882,11663770600.00,00000000
1883,11663772100.00,10000007
1884,11663773600.00,00000000
1885,11663775100.00,10000000
1886,11663776650.00,00000000
1887,11663778150.00,10000001
1888,11663779750.00,00000000
1889,11663781250.00,10000002
1890,11663782800.00,00000000
1891,11663784000.00,10000003
1892,11663785600.00,00000000
1893,11663787100.00,10000004
1894,11663788650.00,00000000
1895,11663790150.00,10000005
1896,11663791750.00,00000000
1897,11663793250.00,10000006
1898,11663794850.00,00000000
1899,11663796350.00,10000007
1900,11663797950.00,00000000
1901,11663799450.00,10000000
1902,11663801050.00,00000000
1903,11663802550.00,10000001
1904,11663804150.00,00000000
1905,11663805650.00,10000002
1906,11663807200.00,00000000
1907,11663808700.00,10000003
1908,11663810300.00,00000000
1909,11663811500.00,10000004
1910,11663813100.00,00000000
1911,11663814600.00,10000005
1912,11663816200.00,00000000
1913,11663817400.00,10000006
1914,11663819000.00,00000000
1915,11663820500.00,10000007
1916,11663822100.00,00000000
1917,11663823600.00,10000000
1918,11663825200.00,00000000
1919,11663826700.00,10000001
1920,11663828300.00,00000000
1921,11663829800.00,10000002
1922,11663831400.00,00000000
1923,11663832900.00,10000003
1924,11663834500.00,00000000
1925,11663836000.00,10000004
1926,11663837600.00,00000000
1927,11663839100.00,10000005
1928,11663840600.00,00000000
1929,11663842100.00,10000006
1930,11663843700.00,00000000
1931,11663845200.00,10000007
1932,11663846800.00,00000000
1933,11663848300.00,10000000
1934,11663849900.00,00000000
1935,11663851300.00,10000001
1936,11663852900.00,00000000
1937,11663854400.00,10000002
1938,11663856000.00,00000000
1939,11663857500.00,10000003
1940,11663859100.00,00000000
1941,11663860600.00,10000004
1942,11663862200.00,00000000
1943,11663863650.00,10000005
1944,11663865250.00,00000000
1945,11663866750.00,10000006
1946,11663868350.00,00000000
1947,11663869850.00,10000007
1948,11663871450.00,00000000
1949,11663872950.00,10000000
1950,11663874550.00,00000000
1951,11663876050.00,10000001
1952,11663877650.00,00000000
1953,11663879150.00,10000002
1954,11663880750.00,00000000
1955,11663882250.00,10000003
1956,11663883850.00,00000000
1957,11663885350.00,10000004
1958,11663886950.00,00000000
1959,11663888150.00,10000005
1960,11663889750.00,00000000
1961,11663891250.00,10000006
1962,11663892850.00,00000000
1963,11663894200.00,10000007
1964,11663895700.00,00000000
1965,11663897200.00,10000000
1966,11663898800.00,00000000
1967,11663900200.00,10000001
1968,11663901800.00,00000000
1969,11663903300.00,10000002
1970,11663904900.00,00000000
1971,11663906300.00,10000003
1972,11663907900.00,00000000
1973,11663909400.00,10000004
1974,11663911000.00,00000000
1975,11663912450.00,10000005
1976,11663914050.00,00000000
1977,11663915550.00,10000006
1978,11663916950.00,00000000
1979,11663918350.00,10000007
1980,11663919950.00,00000000
1981,11663921450.00,10000000
1982,11663923050.00,00000000
1983,11663924550.00,10000001
1984,11663926150.00,00000000
1985,11663927650.00,10000002
1986,11663929150.00,00000000
1987,11663930650.00,10000003
1988,11663932250.00,00000000
1989,11663933750.00,10000004
1990,11663935300.00,00000000
1991,11663936800.00,10000005
1992,11663938400.00,00000000
1993,11663939850.00,10000006
1994,11663941250.00,00000000
1995,11663942750.00,10000007
1996,11663944350.00,00000000
1997,11663945850.00,10000000
1998,11663947200.00,00000000
1999,11663948700.00,10000001
2000,11663950300.00,00000000
2001,11663951700.00,10000002
2002,11663953100.00,00000000
2003,11663954600.00,10000003
2004,11663956200.00,00000000
2005,11663957700.00,10000004
2006,11663959200.00,00000000
2007,11663960700.00,10000005
2008,11663962150.00,00000000
2009,11663963650.00,10000006
2010,11663965200.00,00000000
2011,11663966700.00,10000007
2012,11663968300.00,00000000
2013,11663969800.00,10000000
2014,11663971400.00,00000000
2015,11663972900.00,10000001
2016,11663974500.00,00000000
2017,11663976000.00,10000002
2018,11663977600.00,00000000
2019,11663979100.00,10000003
2020,11663980700.00,00000000
2021,11663982200.00,10000004
2022,11663983800.00,00000000
2023,11663985200.00,10000005
2024,11663986800.00,00000000
2025,11663988300.00,10000006
2026,11663989900.00,00000000
2027,11663991400.00,10000007
2028,11663993000.00,00000000
2029,11663994500.00,10000000
2030,11663995950.00,00000000
2031,11663997450.00,10000001
2032,11663999050.00,00000000
2033,11664000550.00,10000002
2034,11664002150.00,00000000
2035,11664003650.00,10000003
2036,11664005250.00,00000000
2037,11664006750.00,10000004
2038,11664008250.00,00000000
2039,11664009750.00,10000005
2040,11664011350.00,00000000
2041,11664012850.00,10000006
2042,11664014450.00,00000000
2043,11664015950.00,10000007
2044,11664017550.00,00000000
2045,11664019050.00,10000000
2046,11664020650.00,00000000
2047,11664022150.00,10000001
2048,11664023750.00,00000000
2049,11664025250.00,10000002
2050,11664026850.00,00000000
2051,11664028350.00,10000003
2052,11664029850.00,00000000
2053,11664031350.00,10000004
2054,11664032950.00,00000000
2055,11664034450.00,10000005
2056,11664035850.00,00000000
2057,11664037350.00,10000006
2058,11664038950.00,00000000
2059,11664040200.00,10000007
2060,11664041500.00,00000000
2061,11664043000.00,10000000
2062,11664044600.00,00000000
2063,11664046100.00,10000001
2064,11664047500.00,00000000
2065,11664049000.00,10000002
2066,11664050500.00,00000000
2067,11664052000.00,10000003
2068,11664053300.00,00000000
2069,11664054800.00,10000004
2070,11664056400.00,00000000
2071,11664057900.00,10000005
2072,11664059300.00,00000000
2073,11664060800.00,10000006
2074,11664062300.00,00000000
2075,11664063800.00,10000007
2076,11664065250.00,00000000
2077,11664069200.00,40000000
2078,11710738150.00,90000000
2079,11710738450.00,90000000
2080,11785594900.00,90000000
2081,11785595150.00,90000000
2082,11827227350.00,90000000
2083,11827227600.00,90000000
2084,11869094700.00,90000000
2085,11869094950.00,90000000
2086,11916128450.00,90000000
